COUNTY NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
COBB,2.31,3.85,2.34,4.55,5.79,16.93,3.24,11.95
COFFEE,6.25,2.46,0.45,0.00,0.99,8.40,2.59,6.47
COLQUITT,2.60,4.80,0.58,0.00,9.17,15.81,3.67,12.26
COLUMBIA,2.45,3.12,1.95,2.67,2.29,11.01,3.15,8.81
COOK,5.71,4.71,1.18,0.00,0.00,12.33,2.08,9.78
COWETA,2.74,2.35,1.55,0.00,3.24,12.01,4.97,9.59
CRAWFORD,8.33,4.82,6.90,0.00,11.11,9.88,2.86,8.54
CRISP,0.00,1.67,0.00,0.00,3.12,13.92,5.70,8.46
DADE,3.12,0.00,0.00,0.00,4.55,13.84,6.30,13.22
DAWSON,0.00,5.66,2.42,0.00,10.64,16.60,6.82,15.90
DECATUR,2.17,2.75,0.00,0.00,0.00,6.52,0.97,4.84
DEKALB,2.71,10.33,2.88,2.47,4.26,17.05,4.20,11.81
DODGE,0.00,2.51,0.00,0.00,0.00,11.74,1.55,9.06
DOOLY,0.00,3.30,0.00,0.00,0.00,10.88,2.40,6.81
DOUGHERTY,3.25,12.49,3.33,5.56,6.79,17.21,6.10,13.68
DOUGLAS,1.94,2.82,1.47,3.70,2.17,13.44,3.05,7.98
EARLY,0.00,5.20,0.00,0.00,0.00,6.98,3.80,6.03
ECHOLS,0.00,1.08,0.00,0.00,0.00,13.22,4.82,11.51
EFFINGHAM,4.29,2.76,1.92,17.39,5.13,12.46,3.53,10.59
ELBERT,2.22,1.98,0.00,100.0,0.00,9.65,3.98,7.19
EMANUEL,4.00,9.09,3.23,16.67,2.38,11.13,2.74,10.10
EVANS,0.00,5.46,1.23,0.00,0.00,16.62,6.56,12.68
FANNIN,10.71,5.00,4.00,11.11,8.57,11.25,6.46,11.09
FAYETTE,4.74,6.63,4.38,3.12,6.02,19.65,8.36,15.34
FLOYD,1.57,3.89,0.54,4.55,0.58,11.15,2.11,9.53
FORSYTH,2.74,3.04,3.81,3.30,5.15,17.21,7.10,14.50
FRANKLIN,1.67,1.64,0.00,0.00,0.00,9.47,4.40,8.65
FULTON,1.85,6.45,1.77,1.37,3.23,11.99,4.39,8.25
GILMER,3.23,4.88,1.52,16.67,12.07,23.43,11.27,22.54
GLASCOCK,0.00,14.04,20.00,0.00,0.00,28.89,13.21,27.42
GLYNN,5.65,4.78,3.45,16.67,5.34,19.06,7.90,14.68
GORDON,1.97,4.45,0.49,0.00,0.98,9.97,2.56,9.24
GRADY,0.00,2.88,0.00,0.00,0.00,7.24,0.21,5.64
GREENE,12.50,5.24,4.17,0.00,7.14,26.75,16.94,19.00
GWINNETT,1.53,1.91,1.39,2.50,3.48,15.39,4.29,9.11
HABERSHAM,1.77,4.27,0.72,0.00,7.41,14.29,6.72,13.38
HALL,1.63,2.75,0.70,7.41,3.91,16.99,6.41,13.89
HANCOCK,0.00,30.22,12.50,0.00,29.41,15.88,11.40,26.65
HARALSON,1.59,7.99,3.85,0.00,4.17,19.57,8.16,18.50
HARRIS,3.39,5.09,2.11,0.00,1.45,12.32,5.73,10.68
HART,0.00,1.63,2.90,0.00,0.00,8.19,4.60,6.93
HEARD,5.88,3.33,5.56,28.57,0.00,12.00,5.42,10.81
HENRY,2.42,2.69,1.75,0.00,3.14,14.34,4.99,8.68
HOUSTON,2.68,6.19,2.03,1.85,2.72,13.14,3.36,10.25
IRWIN,0.00,5.17,0.00,0.00,0.00,16.99,4.48,13.70
JACKSON,1.64,2.13,2.49,0.00,5.56,13.50,6.01,12.10
JASPER,8.33,3.21,7.02,0.00,0.00,17.78,2.43,14.30
JEFF DAVIS,0.00,6.02,1.53,0.00,8.70,8.75,1.71,8.09
JEFFERSON,0.00,4.85,0.00,0.00,0.00,10.90,2.33,7.25
JENKINS,0.00,3.79,0.00,0.00,0.00,9.95,3.00,7.21
JOHNSON,0.00,2.41,0.00,0.00,0.00,13.38,2.00,9.79
JONES,1.39,6.15,1.39,15.38,4.17,12.02,2.42,10.33
LAMAR,3.57,4.17,0.00,0.00,6.67,16.06,5.02,12.31
LANIER,0.00,3.90,0.00,0.00,6.25,9.69,5.05,7.96
LAURENS,1.29,5.74,0.00,0.00,0.00,13.13,3.79,10.18
LEE,2.76,6.50,3.07,0.00,6.77,10.64,4.99,9.60
LIBERTY,2.39,4.92,1.43,5.56,1.00,11.16,1.60,6.67
LINCOLN,7.14,7.98,0.00,25.00,7.69,17.92,8.48,14.52
LONG,3.08,3.73,0.78,22.22,0.00,9.80,2.82,7.30
LOWNDES,5.22,2.88,1.24,4.35,3.43,13.82,2.46,9.20
LUMPKIN,7.69,6.47,5.18,19.15,12.68,22.52,13.08,21.63
MCDUFFIE,8.11,6.45,5.80,25.00,0.00,15.93,4.35,12.02
MCINTOSH,16.67,8.54,3.12,0.00,3.12,19.92,10.15,15.85
MACON,0.00,5.45,0.00,0.00,0.00,8.82,1.52,6.44
MADISON,5.26,2.77,2.59,0.00,9.52,13.65,4.92,12.11
MARION,3.33,5.40,0.00,0.00,4.17,7.54,4.13,6.61
MERIWETHER,3.85,3.87,4.26,0.00,4.88,13.06,4.74,9.08
MILLER,0.00,1.06,0.00,0.00,0.00,6.12,0.00,4.66
MITCHELL,0.00,7.40,2.25,50.00,5.26,12.07,4.06,9.66
MONROE,1.43,3.83,1.28,0.00,2.27,16.19,6.11,12.79
MONTGOMERY,20.00,6.70,0.00,0.00,0.00,15.44,0.00,12.99
MORGAN,10.00,5.37,3.85,0.00,6.90,23.98,13.37,19.31
MURRAY,3.57,0.00,0.97,0.00,1.03,9.03,3.10,8.22
MUSCOGEE,1.77,2.95,0.96,0.00,1.41,10.62,1.98,6.22
NEWTON,3.53,5.24,2.36,7.69,3.36,17.05,3.26,11.07
OCONEE,4.19,4.01,5.75,0.00,3.90,20.83,9.05,18.82
OGLETHORPE,15.00,3.58,5.45,33.33,0.00,15.71,4.12,13.16
PAULDING,2.43,1.96,1.99,0.00,4.53,9.99,4.75,8.08
PEACH,7.14,3.77,1.05,5.56,2.67,12.79,1.84,8.05
PICKENS,3.57,3.33,3.73,0.00,7.27,14.61,4.62,14.07
PIERCE,0.00,3.64,0.00,0.00,4.55,16.53,3.99,14.39
PIKE,7.69,5.69,7.69,25.00,6.98,16.21,9.15,14.65
POLK,2.27,8.39,2.03,25.00,5.26,17.43,7.20,15.75
PULASKI,4.76,2.56,0.00,0.00,6.25,12.57,6.00,9.54
PUTNAM,3.33,3.79,3.19,0.00,5.13,20.56,10.41,16.09
QUITMAN,0.00,6.53,0.00,0.00,0.00,8.44,3.33,7.40
RABUN,0.00,2.04,0.00,0.00,0.00,14.95,12.07,14.56
RANDOLPH,0.00,8.77,0.00,0.00,12.50,12.66,5.71,10.33
RICHMOND,3.39,15.01,2.40,3.33,5.21,13.95,5.95,13.52
ROCKDALE,2.24,3.81,1.24,3.57,2.15,16.28,4.63,8.87
SCHLEY,7.14,4.23,0.00,0.00,0.00,7.94,3.33,6.97
SCREVEN,0.00,3.37,0.00,0.00,0.00,11.73,1.73,8.00
SEMINOLE,0.00,4.07,0.00,0.00,0.00,13.40,1.67,9.87
SPALDING,4.37,3.03,3.47,17.65,3.69,18.66,6.45,12.99
STEPHENS,0.00,2.69,1.23,0.00,2.33,7.71,3.80,7.00
STEWART,0.00,5.75,0.00,0.00,0.00,8.06,3.70,6.52
SUMTER,2.78,13.97,0.71,0.00,11.24,22.47,10.81,17.80
TALBOT,0.00,4.93,0.00,0.00,8.33,10.30,4.27,7.05
TALIAFERRO,0.00,9.09,0.00,0.00,0.00,14.81,11.76,11.20
TATTNALL,9.09,3.72,0.82,0.00,1.96,14.30,3.79,11.31
TAYLOR,10.00,5.45,5.88,0.00,0.00,10.12,1.55,7.95
TELFAIR,0.00,4.57,2.27,0.00,0.00,7.37,2.10,6.25
TERRELL,8.33,5.27,0.00,0.00,10.53,12.46,6.06,8.06
THOMAS,0.00,3.23,0.55,0.00,3.36,9.40,3.13,6.97
TIFT,1.97,2.12,0.46,0.00,4.46,15.87,3.68,11.18
TOOMBS,1.43,2.43,0.34,0.00,0.00,13.78,3.92,10.34
TOWNS,14.29,2.17,0.00,0.00,10.00,15.43,13.55,15.28
TREUTLEN,0.00,5.56,0.00,0.00,0.00,8.27,0.00,7.21
TROUP,0.96,2.20,1.87,0.00,1.44,11.07,3.21,7.73
TURNER,5.88,2.43,0.00,0.00,0.00,17.18,5.04,11.07
TWIGGS,0.00,7.72,0.00,0.00,5.26,9.72,4.98,8.57
UNION,7.89,4.00,2.90,33.33,5.00,15.42,12.80,15.21
UPSON,0.00,4.20,0.00,0.00,8.77,13.79,1.58,10.52
WALKER,6.76,1.13,2.13,0.00,1.37,6.71,3.90,6.29
WALTON,4.45,2.34,4.74,0.00,5.86,21.14,9.33,16.76
WARE,7.06,4.57,2.70,0.00,4.55,16.59,2.23,12.69
WARREN,0.00,3.63,25.00,50.00,0.00,18.18,0.00,9.28
WASHINGTON,0.00,5.84,7.14,0.00,0.00,17.61,3.45,11.36
WAYNE,7.02,9.03,2.60,33.33,2.67,19.90,6.89,16.92
WEBSTER,0.00,3.57,0.00,0.00,0.00,11.63,0.00,7.76
WHEELER,0.00,5.15,0.00,0.00,0.00,9.27,3.39,7.88
WHITE,2.17,3.41,3.92,0.00,2.27,14.70,7.37,14.24
WHITFIELD,3.99,6.16,0.76,0.00,1.40,14.65,4.19,11.86
WILCOX,0.00,3.69,0.00,0.00,0.00,12.24,3.45,9.46
WILKES,9.09,6.29,0.00,0.00,0.00,15.40,2.38,11.45
WILKINSON,0.00,8.27,0.00,0.00,0.00,8.82,1.08,8.42
WORTH,0.00,7.40,0.00,0.00,6.25,18.53,6.50,15.12
TOTAL,2.27,5.90,1.81,3.97,3.86,14.52,4.77,10.66
