COUNTY NAME,MALE,FEMALE,UNKNOWN,TOTAL
HARALSON,55.43,56.21,50.0,55.83
HARRIS,64.53,64.96,54.17,64.75
HART,62.37,61.18,50.0,61.72
HEARD,56.92,57.72,25.0,57.32
HENRY,55.75,62.51,51.85,59.44
HOUSTON,56.81,58.7,33.49,57.78
IRWIN,61.41,64.93,100.0,63.32
JACKSON,57.45,59.07,60.42,58.3
JASPER,60.5,63.18,100.0,61.91
JEFF DAVIS,56.22,59.41,75.0,57.93
JEFFERSON,57.75,65.74,70.59,62.22
JENKINS,54.03,58.46,33.33,56.39
JOHNSON,62.67,68.47,50.0,65.8
JONES,63.16,66.65,22.22,64.98
LAMAR,59.79,62.97,50.0,61.48
LANIER,47.31,47.49,25.0,47.39
LAURENS,61.08,65.09,60.0,63.28
LEE,57.54,60.32,28.57,58.95
LIBERTY,40.85,43.63,33.33,42.39
LINCOLN,64.15,67.39,50.0,65.84
LONG,44.95,44.52,25.0,44.7
LOWNDES,46.56,50.61,25.42,48.76
LUMPKIN,54.78,55.49,69.23,55.16
MCDUFFIE,56.92,62.33,22.22,59.9
MCINTOSH,54.76,59.16,66.67,57.06
MACON,57.24,63.32,33.33,60.57
MADISON,61.79,62.62,46.15,62.2
MARION,57.98,61.31,50.0,59.75
MERIWETHER,56.63,61.72,36.36,59.37
MILLER,54.97,57.9,0.0,56.56
MITCHELL,52.54,58.94,38.46,56.06
MONROE,64.69,68.05,48.65,66.42
MONTGOMERY,62.4,66.69,50.0,64.67
MORGAN,68.47,72.23,40.0,70.45
MURRAY,54.53,53.0,41.67,53.73
MUSCOGEE,45.35,51.01,29.71,48.51
NEWTON,53.93,60.96,71.43,57.82
OCONEE,69.68,71.28,56.82,70.5
OGLETHORPE,64.24,67.34,80.0,65.88
PAULDING,54.24,57.31,53.33,55.86
PEACH,54.5,60.35,40.0,57.61
PICKENS,58.97,59.51,0.0,59.25
PIERCE,60.06,57.48,18.18,58.63
PIKE,65.38,68.35,85.71,66.92
POLK,57.81,57.19,35.0,57.46
PULASKI,61.29,65.06,0.0,63.29
PUTNAM,63.38,66.67,40.0,65.11
QUITMAN,57.18,58.53,0.0,57.92
RABUN,62.59,61.21,40.0,61.84
RANDOLPH,60.94,67.39,0.0,64.54
RICHMOND,48.3,55.17,19.44,51.9
ROCKDALE,53.54,61.05,45.59,57.67
SCHLEY,69.33,69.75,100.0,69.58
SCREVEN,56.35,62.47,50.0,59.62
SEMINOLE,54.13,57.08,100.0,55.74
SPALDING,52.25,57.26,46.0,54.97
STEPHENS,53.19,53.51,27.78,53.33
STEWART,51.9,62.75,100.0,57.67
SUMTER,57.36,61.9,33.33,59.91
TALBOT,60.55,67.55,0.0,64.34
TALIAFERRO,71.29,78.74,100.0,75.02
TATTNALL,55.38,57.7,40.0,56.6
TAYLOR,61.93,66.76,0.0,64.52
TELFAIR,59.91,63.12,25.0,61.61
TERRELL,53.72,63.27,57.14,58.94
THOMAS,55.16,59.05,41.18,57.31
TIFT,55.56,58.81,39.22,57.3
TOOMBS,54.46,58.41,43.75,56.61
TOWNS,63.87,61.92,80.0,62.85
TREUTLEN,57.86,64.03,75.0,61.24
TROUP,54.08,58.71,52.31,56.63
TURNER,56.26,62.51,33.33,59.63
TWIGGS,58.98,64.68,0.0,61.87
UNION,67.54,66.43,70.59,66.95
UPSON,60.49,64.78,50.0,62.83
WALKER,51.75,51.03,46.67,51.37
WALTON,58.09,60.94,56.6,59.6
WARE,53.77,54.63,36.36,54.22
WARREN,55.92,66.65,50.0,61.74
WASHINGTON,62.13,67.5,66.67,65.16
WAYNE,58.7,58.36,37.5,58.5
WEBSTER,68.11,72.55,50.0,70.47
WHEELER,64.15,62.89,100.0,63.5
WHITE,59.19,59.68,57.14,59.44
WHITFIELD,53.83,55.82,47.27,54.87
WILCOX,60.62,64.2,50.0,62.54
WILKES,62.73,67.09,25.0,65.07
WILKINSON,64.86,70.93,50.0,68.12
WORTH,56.63,59.59,50.0,58.19
TOTAL,53.81,58.53,41.46,56.32
