PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
LIBERTY,2.0,176.0,178.0,0.0,25.0,13.0,0.0,3.0,1.0,0.0,82.0,67.0,0.0,12.0,23.0,1.0,1796.0,1481.0,1.0,265.0,174.0,4300.0
LITTLE RIVER,2.0,201.0,185.0,0.0,24.0,31.0,0.0,0.0,6.0,0.0,117.0,65.0,0.0,42.0,27.0,1.0,1882.0,1500.0,2.0,192.0,133.0,4410.0
MACEDONIA,1.0,123.0,127.0,0.0,12.0,10.0,0.0,3.0,0.0,0.0,30.0,19.0,0.0,18.0,15.0,0.0,1347.0,1244.0,0.0,62.0,48.0,3059.0
MOUNTAIN ROAD,0.0,54.0,67.0,0.0,6.0,5.0,0.0,3.0,1.0,0.0,25.0,19.0,0.0,5.0,4.0,1.0,871.0,861.0,0.0,23.0,21.0,1966.0
OAK GROVE,0.0,79.0,80.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,30.0,13.0,0.0,11.0,11.0,0.0,891.0,791.0,1.0,91.0,58.0,2072.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R M MOORE,0.0,47.0,65.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,10.0,5.0,0.0,7.0,4.0,0.0,905.0,867.0,0.0,11.0,10.0,1943.0
R T JONES,0.0,40.0,39.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,35.0,31.0,0.0,7.0,2.0,0.0,497.0,456.0,0.0,72.0,36.0,1230.0
ROSECREEK,4.0,71.0,65.0,0.0,12.0,8.0,0.0,0.0,1.0,0.0,33.0,22.0,0.0,13.0,6.0,1.0,1084.0,1003.0,0.0,46.0,34.0,2403.0
SALACOA,1.0,16.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,177.0,169.0,0.0,0.0,1.0,390.0
SIXES,4.0,57.0,69.0,0.0,11.0,5.0,0.0,3.0,1.0,0.0,18.0,12.0,0.0,12.0,6.0,0.0,880.0,837.0,0.0,35.0,24.0,1974.0
SUTALLEE,1.0,40.0,50.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,4.0,2.0,0.0,684.0,688.0,0.0,11.0,11.0,1528.0
TEASLEY,3.0,199.0,166.0,0.0,20.0,14.0,0.0,0.0,4.0,0.0,67.0,44.0,1.0,27.0,15.0,4.0,1948.0,1700.0,0.0,100.0,78.0,4390.0
TOONIGH,2.0,150.0,152.0,0.0,16.0,17.0,0.0,5.0,2.0,0.0,66.0,40.0,0.0,21.0,15.0,0.0,1587.0,1417.0,0.0,152.0,80.0,3722.0
UNION HILL,0.0,87.0,106.0,0.0,9.0,7.0,0.0,0.0,2.0,1.0,10.0,10.0,1.0,11.0,4.0,0.0,1181.0,1094.0,0.0,33.0,20.0,2576.0
UNIVETER,2.0,103.0,89.0,0.0,14.0,8.0,0.0,1.0,0.0,1.0,27.0,22.0,0.0,7.0,8.0,0.0,1397.0,1306.0,0.0,40.0,40.0,3065.0
VICTORIA,0.0,48.0,55.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,25.0,14.0,0.0,5.0,6.0,3.0,767.0,755.0,0.0,40.0,32.0,1765.0
WALESKA,0.0,63.0,60.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,5.0,8.0,0.0,5.0,1.0,0.0,781.0,768.0,0.0,5.0,5.0,1712.0
WILDCAT,0.0,59.0,51.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,27.0,32.0,0.0,4.0,3.0,2.0,850.0,793.0,0.0,33.0,26.0,1891.0
WOODLANDS,1.0,98.0,97.0,0.0,15.0,9.0,0.0,0.0,1.0,0.0,70.0,51.0,0.0,15.0,24.0,0.0,820.0,701.0,0.0,100.0,72.0,2074.0
NEESE,1.0,170.0,142.0,0.0,35.0,28.0,0.0,2.0,4.0,1.0,98.0,58.0,0.0,31.0,21.0,1.0,1682.0,1466.0,1.0,177.0,118.0,4036.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,46.0,3949.0,3786.0,2.0,528.0,473.0,0.0,49.0,43.0,5.0,1580.0,1134.0,2.0,549.0,388.0,37.0,45364.0,41078.0,6.0,3441.0,2299.0,104759.0
