PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
NORTH PEACHTREE,29.60,33.80,0.00,31.79
OAK GROVE ELEM,45.89,47.50,0.00,46.71
OAKCLIFF ELEM,19.40,24.41,0.00,21.80
OAKHURST,41.47,46.90,0.00,44.47
OAK VIEW ELEM,22.04,33.48,50.00,28.73
PEACHCREST,18.60,27.86,0.00,24.01
PEACHTREE MIDDLE,25.40,29.63,100.0,27.99
PRINCETON ELEM,25.42,33.91,0.00,30.20
PINE LAKE,43.87,51.65,0.00,48.93
PLEASANTDALE ELEM,16.68,18.81,0.00,17.83
PONCE DE LEON,38.82,44.90,0.00,42.35
PANOLA,30.90,37.65,0.00,34.50
PANOLA WAY ELEM,17.19,24.57,0.00,21.55
PINEY GROVE,21.16,27.26,0.00,24.65
PANOLA ROAD,22.86,32.09,0.00,28.71
RAINBOW ELEM,27.11,38.77,0.00,33.90
REDAN ELEM,23.50,33.68,0.00,29.24
REHOBOTH,41.99,47.59,0.00,45.04
ROCKBRIDGE,15.22,21.45,0.00,18.78
ROCK CHAPEL ELEM,22.58,31.85,0.00,27.95
ROWLAND ELEM,17.07,23.96,0.00,21.06
REDAN-TROTTI LIBRARY,20.84,34.91,0.00,28.94
ROCKBRIDGE ROAD,31.28,37.49,0.00,34.77
ROWLAND ROAD,28.22,37.34,0.00,33.13
REDAN ROAD,22.17,32.36,0.00,28.14
ROCK CHAPEL ROAD,24.27,34.32,0.00,29.86
REDAN MIDDLE,24.84,37.19,0.00,31.88
RENFROE MIDDLE,45.80,51.63,0.00,49.13
SAGAMORE HILLS ELEM,51.09,53.14,0.00,52.19
SCOTT,40.24,39.56,100.0,39.89
SHAW-ROBERT SHAW,25.63,29.20,0.00,27.66
STONE MOUNTAIN ELEM,30.49,38.89,0.00,35.34
SILVER LAKE,32.43,35.27,0.00,33.95
SKYLAND,34.58,37.98,0.00,36.19
SNAPFINGER ELEM,28.63,46.17,0.00,38.50
SMOKE RISE,50.32,54.07,0.00,52.29
STN MTN MIDDLE,10.82,12.42,0.00,11.77
STONE MILL ELEM,10.64,13.65,0.00,12.43
SHADOW ROCK ELEM,30.60,38.85,0.00,35.34
STONEVIEW ELEM,12.61,23.09,0.00,19.11
SALEM MIDDLE,32.86,43.04,0.00,38.64
SHAMROCK,43.89,49.18,0.00,46.76
SOUTH DESHON,23.59,31.84,0.00,28.58
STONE MTN CHAMPION,17.77,26.90,0.00,23.02
STONE MTN LIBRARY,20.69,24.72,0.00,22.95
SNAPFINGER ROAD N,22.11,29.94,0.00,26.55
SNAPFINGER ROAD S,32.54,42.74,0.00,38.21
STEPHENSON MIDDLE,27.54,34.98,0.00,31.70
SOUTH HAIRSTON,23.36,30.62,0.00,27.55
STEPHENSON HIGH,24.48,32.60,0.00,29.03
TERRY MILL,24.31,34.08,0.00,29.64
TONEY ELEM,24.93,38.74,0.00,32.59
TUCKER,46.56,52.86,0.00,49.84
TILLY MILL ROAD,50.73,51.07,0.00,50.92
TUCKER LIBRARY,37.89,39.16,0.00,38.61
VALLEY BROOK,41.31,42.21,0.00,41.81
WADSWORTH,20.95,31.71,100.0,27.06
WESLEY CHAPEL,34.51,44.72,0.00,40.31
WHITEFOORD ELEM,29.94,34.19,100.0,32.21
WOODROW ROAD,18.01,26.32,0.00,23.14
WINNONA PARK ELEM,45.60,50.53,0.00,48.33
WOODRIDGE ELEM,22.53,32.27,0.00,28.19
WARREN TECH,31.62,35.34,0.00,33.60
WOODWARD ELEM,28.52,26.20,0.00,27.32
WHITE OAK,17.93,25.12,0.00,21.96
WINTERS CHAPEL,50.00,47.11,0.00,48.45
WYNBROOKE ELEM,31.22,40.37,100.0,36.32
YOUNG ROAD,33.03,43.07,0.00,38.75
TOTAL,29.78,35.31,41.54,32.85
