,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
141,41.41,55.86,12.5,49.56
142,48.31,61.85,50.0,55.63
143,41.26,53.22,0.0,47.95
144,49.2,65.75,0.0,58.37
145,40.79,54.64,25.0,49.18
146,23.54,37.98,0.0,31.38
147,42.63,57.06,38.46,49.99
148,27.83,43.16,0.0,36.32
149,27.2,36.12,12.5,31.83
150,30.84,44.83,0.0,38.01
151,41.47,54.16,25.0,48.04
152,18.15,32.03,0.0,26.01
153,33.02,47.36,0.0,40.83
154,30.12,43.46,40.0,37.56
155,26.87,46.67,14.29,38.37
156,29.08,41.19,14.29,35.06
157,25.38,38.29,50.0,32.61
158,32.28,46.85,10.0,40.41
159,27.09,31.71,28.57,29.38
160,38.07,50.51,0.0,45.12
161,,0.0,,0.0
162,0.0,,,0.0
163,1.5,5.84,100.0,3.22
164,0.14,0.24,0.0,0.17
165,59.18,60.13,45.45,59.62
166,44.91,52.18,100.0,48.72
167,62.12,61.22,33.33,61.6
168,52.42,51.35,42.86,51.78
169,59.26,60.47,75.0,59.94
170,56.0,58.54,44.44,57.41
171,52.31,49.0,100.0,50.48
172,33.24,38.1,0.0,35.98
173,63.85,67.87,100.0,66.03
174,65.61,63.39,,64.49
175,62.15,62.52,88.89,62.38
176,65.67,65.54,100.0,65.69
177,54.82,56.36,44.44,55.63
178,63.09,64.46,57.14,63.75
179,58.68,60.47,58.82,59.59
180,60.05,58.99,40.0,59.38
181,64.1,64.99,,64.56
182,47.68,50.35,100.0,49.33
183,44.92,47.47,100.0,46.3
184,57.61,57.95,100.0,57.87
185,62.55,63.78,62.5,63.17
186,41.21,50.53,0.0,46.07
187,63.92,59.41,,61.59
188,57.21,65.48,,61.23
189,63.04,66.12,,64.68
190,55.16,65.67,,60.14
191,46.17,50.71,0.0,48.58
192,53.23,63.34,42.86,58.59
193,50.52,54.58,,52.78
194,46.21,51.19,50.0,48.63
195,22.22,0.0,,18.18
196,18.75,30.56,,26.92
197,42.2,55.03,16.67,48.8
198,42.42,47.87,,45.62
199,25.38,33.24,0.0,29.43
200,25.0,33.33,0.0,25.0
201,10.4,22.44,0.0,16.9
202,22.75,25.97,0.0,24.49
203,14.29,29.47,,23.42
204,18.99,28.67,0.0,25.11
205,13.14,20.69,0.0,17.54
206,4.9,11.49,0.0,8.22
207,50.0,0.0,,25.0
208,17.25,23.28,0.0,20.71
209,45.16,55.3,25.0,50.17
210,39.32,50.14,15.38,45.07
211,30.82,44.82,0.0,38.57
212,53.75,64.4,50.0,58.92
213,50.85,50.79,0.0,50.71
214,46.73,54.35,,50.39
215,33.05,43.97,60.0,39.24
216,46.72,58.28,33.33,53.03
217,57.12,69.13,0.0,63.45
218,38.19,47.13,19.05,43.16
219,47.51,57.67,40.0,53.51
220,47.09,60.76,33.33,54.64
221,47.67,61.67,30.0,55.65
222,46.93,58.12,,53.49
223,45.38,52.81,28.57,49.08
224,0.0,,,0.0
225,59.24,59.93,61.76,59.6
226,51.88,57.92,35.71,55.11
227,61.32,65.91,80.0,63.83
228,55.83,61.61,66.67,58.86
229,60.36,61.28,63.64,60.84
230,57.02,54.84,0.0,55.6
231,57.49,59.38,70.0,58.54
232,54.2,53.37,42.86,53.73
233,56.87,59.52,60.0,58.28
234,61.27,64.93,33.33,63.04
235,56.08,59.26,44.44,57.74
236,53.64,58.02,83.33,56.1
237,59.43,58.5,33.33,58.92
238,66.01,67.26,57.14,66.63
239,63.59,63.46,83.33,63.57
240,62.24,65.99,,64.14
241,60.76,59.59,33.33,60.07
242,54.7,58.57,33.33,56.74
243,62.6,63.86,66.67,63.27
244,67.37,67.44,75.0,67.41
245,60.29,61.7,54.55,61.02
246,0.0,,,0.0
247,61.76,65.34,75.0,63.62
248,59.38,64.08,33.33,61.69
249,64.86,71.64,,68.09
250,64.97,65.37,66.67,65.18
251,50.37,58.21,,54.28
252,63.17,62.65,50.0,62.87
253,52.63,61.9,,57.5
254,61.65,63.43,37.5,62.49
255,62.76,61.24,66.67,61.99
256,62.41,66.61,50.0,64.43
257,68.18,80.0,,73.81
258,52.94,55.17,,54.35
259,58.69,60.7,100.0,59.86
260,56.64,59.01,44.44,57.87
261,39.5,47.47,50.0,43.88
262,52.68,56.67,66.67,54.91
263,67.24,60.78,100.0,64.55
264,60.84,65.54,100.0,63.26
265,61.03,59.69,0.0,60.28
266,62.81,65.89,,64.4
267,40.39,54.53,66.67,48.49
268,65.0,66.88,33.33,65.99
269,65.53,64.74,60.0,65.1
270,52.31,56.28,58.33,54.47
271,68.14,69.85,45.45,68.87
272,43.67,47.49,75.0,45.79
273,60.72,61.7,62.5,61.23
274,33.42,40.77,25.0,37.44
275,47.89,53.08,33.33,50.35
276,60.87,61.77,66.67,61.38
277,64.28,67.5,40.0,65.87
278,66.65,66.38,33.33,66.42
279,54.79,59.81,80.0,57.56
280,65.27,67.15,58.33,66.25
281,61.62,64.56,62.5,63.14
282,62.59,65.0,50.0,63.77
283,54.27,58.36,36.36,56.38
284,65.86,66.73,60.0,66.3
285,66.2,66.64,100.0,66.44
286,61.18,63.72,66.67,62.52
287,46.08,52.18,28.57,49.43
288,71.43,50.0,,57.14
289,67.77,75.92,50.0,72.31
290,61.52,76.67,33.33,69.69
291,36.8,50.22,,45.43
292,65.25,77.71,100.0,72.33
293,58.62,64.07,0.0,61.45
294,47.0,65.02,,57.37
295,57.52,67.3,83.33,63.24
296,53.16,65.81,62.5,60.5
297,61.59,69.68,100.0,66.31
298,54.67,66.18,36.36,61.16
299,21.43,17.65,,19.35
300,46.69,62.25,25.0,55.47
301,48.0,74.55,,66.25
302,48.4,64.63,0.0,57.06
303,44.14,59.24,0.0,52.5
304,37.11,55.28,0.0,47.64
305,0.0,100.0,,15.38
306,0.0,100.0,,16.67
307,39.66,50.79,0.0,46.31
308,51.02,65.11,100.0,59.05
309,39.71,55.76,0.0,48.64
310,27.77,38.54,0.0,33.71
311,42.6,60.78,33.33,52.83
312,46.24,60.76,20.0,54.18
313,55.16,66.38,20.0,61.42
314,34.56,44.87,0.0,40.32
315,8.15,7.36,0.0,7.91
316,57.21,67.17,27.27,62.93
317,58.09,68.91,50.0,64.28
318,60.0,30.0,,40.0
319,64.0,58.14,,60.29
320,0.0,0.0,,0.0
321,47.28,59.29,100.0,54.13
322,46.56,61.22,100.0,56.53
323,59.93,70.84,0.0,65.86
324,61.97,74.21,33.33,68.68
325,54.95,70.54,,63.55
326,42.61,54.49,50.0,49.14
327,65.81,74.79,50.0,70.77
328,52.09,62.35,33.33,57.98
329,44.35,57.15,11.11,51.77
330,42.9,55.76,0.0,50.23
331,44.3,61.11,200.0,53.97
332,43.67,59.32,66.67,52.7
333,47.68,60.79,25.0,54.91
334,41.99,58.75,28.57,51.13
335,65.45,62.77,,63.76
336,42.18,52.04,0.0,47.65
337,66.94,68.13,50.0,67.53
338,59.62,60.27,50.0,59.94
339,50.95,57.28,66.67,54.66
340,62.06,66.2,100.0,64.33
341,54.41,57.57,28.57,56.05
342,73.66,73.2,0.0,73.38
343,71.13,72.31,40.0,71.64
344,65.56,65.21,50.0,65.32
345,59.03,64.24,0.0,61.68
346,48.79,51.54,28.57,50.29
347,47.5,55.1,33.33,51.42
348,60.12,65.52,,62.97
349,55.12,54.2,,54.58
350,48.36,56.86,57.14,52.93
351,66.71,68.86,42.86,67.78
352,68.29,69.47,71.43,68.89
353,51.27,55.73,40.0,53.61
354,47.38,51.42,20.0,49.27
355,45.64,51.32,,48.5
356,65.41,64.56,,64.96
357,61.7,62.32,36.36,61.93
358,54.91,60.51,71.43,57.94
359,53.49,56.83,33.33,55.29
360,72.88,70.6,50.0,71.64
361,35.39,43.84,25.0,40.13
362,47.02,51.95,66.67,49.89
363,68.76,74.34,50.0,71.53
364,57.71,59.36,66.67,58.62
365,71.38,65.63,0.0,68.22
366,64.23,65.57,,64.9
367,44.94,49.71,69.23,47.61
368,51.01,52.67,0.0,51.84
369,45.51,53.53,16.67,49.53
370,52.59,52.19,50.0,52.36
371,39.77,45.77,36.36,43.13
372,53.13,56.53,55.56,54.93
373,62.54,68.24,0.0,65.54
374,33.43,47.36,30.0,41.58
375,40.57,49.26,50.0,45.88
376,0.0,25.0,,16.67
377,64.0,77.91,,71.88
378,42.51,59.23,25.0,52.43
379,43.75,44.44,,44.12
380,37.04,48.73,0.0,44.3
381,50.88,66.67,,60.73
382,0.0,,,0.0
383,49.78,56.73,38.47,53.41
