COUNTY NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
COWETA,4.79,8.32,3.57,7.69,3.96,14.69,6.99,12.69
CRAWFORD,8.33,15.31,6.67,0.00,14.29,14.93,4.74,14.68
CRISP,0.00,11.25,3.28,0.00,6.25,28.85,8.76,20.76
DADE,0.00,0.00,4.26,0.00,0.00,19.14,9.81,18.35
DAWSON,4.08,5.56,3.20,0.00,12.77,21.68,10.04,20.81
DECATUR,2.17,10.34,1.97,0.00,10.94,19.68,7.97,15.56
DEKALB,4.46,16.07,5.34,4.52,7.54,22.27,7.15,17.01
DODGE,11.54,12.65,2.50,0.00,12.00,23.65,9.65,20.39
DOOLY,4.17,15.91,0.00,0.00,5.56,16.44,10.40,15.79
DOUGHERTY,4.86,16.95,6.65,5.26,9.57,25.37,9.08,19.23
DOUGLAS,3.88,11.38,3.06,3.70,7.80,18.66,6.99,14.33
EARLY,0.00,12.86,0.00,0.00,0.00,13.94,7.59,13.25
ECHOLS,0.00,8.70,1.33,0.00,0.00,20.90,8.54,18.66
EFFINGHAM,4.23,7.31,3.50,13.04,7.50,16.94,5.33,14.86
ELBERT,6.67,5.88,0.00,0.00,4.55,17.31,7.52,13.59
EMANUEL,16.00,13.67,1.59,16.67,7.14,23.36,7.98,19.51
EVANS,5.26,16.88,1.23,0.00,0.00,25.60,10.93,22.01
FANNIN,14.29,5.00,6.00,22.22,20.00,26.80,15.99,26.39
FAYETTE,5.94,17.94,5.51,6.25,10.86,22.38,12.22,19.78
FLOYD,3.66,8.91,1.30,0.00,1.16,18.83,5.05,16.48
FORSYTH,5.18,8.91,5.96,6.59,7.82,21.91,9.69,18.75
FRANKLIN,5.00,4.32,0.00,0.00,3.57,19.92,8.15,18.25
FULTON,3.36,13.46,3.47,4.93,6.12,16.30,8.11,13.47
GILMER,9.68,14.29,4.98,12.50,15.52,31.16,15.58,30.05
GLASCOCK,0.00,20.18,0.00,0.00,0.00,28.22,13.21,27.15
GLYNN,6.36,8.49,6.55,16.67,9.44,26.03,11.62,20.57
GORDON,0.66,9.42,0.97,0.00,1.96,17.33,5.45,16.12
GRADY,8.51,10.45,2.21,50.00,8.11,25.86,4.48,20.40
GREENE,15.00,24.67,8.33,0.00,10.34,39.97,29.46,34.08
GWINNETT,2.08,7.03,2.19,3.10,5.43,17.54,6.08,11.81
HABERSHAM,2.65,8.29,1.89,0.00,9.88,21.31,10.71,20.02
HALL,3.02,6.50,1.36,11.11,6.22,19.20,7.23,16.00
HANCOCK,0.00,37.07,25.00,100.0,29.41,22.75,11.40,33.39
HARALSON,6.25,10.49,1.92,9.09,8.33,21.20,11.20,20.23
HARRIS,8.40,11.79,5.49,0.00,2.86,16.72,7.08,15.27
HART,0.00,5.29,4.35,0.00,4.00,18.54,9.17,15.92
HEARD,5.88,10.94,2.78,14.29,0.00,19.74,8.33,18.29
HENRY,3.66,10.31,2.51,2.86,5.31,16.74,8.37,12.99
HOUSTON,4.72,10.78,3.74,1.82,4.94,15.67,4.74,13.27
IRWIN,0.00,10.33,4.00,0.00,0.00,22.23,5.97,18.84
JACKSON,3.28,6.39,2.33,0.00,8.97,16.99,7.18,15.44
JASPER,8.33,7.56,8.77,0.00,7.14,18.81,3.88,16.04
JEFF DAVIS,7.69,11.00,2.99,0.00,8.70,23.13,5.08,20.56
JEFFERSON,0.00,9.93,4.76,0.00,0.00,18.02,4.66,13.06
JENKINS,0.00,8.16,0.00,16.67,12.50,18.18,3.86,13.60
JOHNSON,37.50,8.29,0.00,0.00,25.00,26.22,12.00,20.45
JONES,11.11,17.94,9.72,21.43,12.50,18.74,4.03,18.35
LAMAR,0.00,9.15,2.04,0.00,6.67,18.27,6.02,15.13
LANIER,0.00,11.07,2.22,0.00,3.03,19.04,13.47,16.56
LAURENS,7.05,17.09,5.47,0.00,8.00,26.30,9.41,22.42
LEE,4.40,13.27,4.27,11.11,9.02,19.79,9.84,18.02
LIBERTY,5.68,13.68,2.28,2.78,3.58,18.97,3.73,13.92
LINCOLN,7.14,22.65,0.00,25.00,7.69,34.04,16.52,29.76
LONG,3.08,5.34,0.77,11.11,1.72,11.70,3.64,8.93
LOWNDES,7.00,8.38,1.63,6.52,4.43,16.70,3.79,12.86
LUMPKIN,7.69,4.32,6.22,17.02,12.68,23.95,14.05,22.98
MCDUFFIE,8.11,13.08,8.70,25.00,4.76,21.18,10.18,17.78
MCINTOSH,26.67,28.61,12.50,0.00,12.50,40.46,24.78,35.89
MACON,0.00,18.49,0.00,0.00,3.85,22.14,9.02,19.27
MADISON,9.21,7.55,3.36,0.00,12.70,18.97,7.74,17.19
MARION,3.33,26.43,4.92,0.00,20.00,34.10,23.14,30.64
MERIWETHER,7.69,11.26,2.13,0.00,7.32,17.35,7.27,14.45
MILLER,0.00,2.50,0.00,0.00,0.00,11.93,3.17,9.24
MITCHELL,2.44,11.46,1.12,0.00,0.00,13.61,6.25,12.31
MONROE,4.29,11.15,8.97,0.00,14.77,25.09,12.10,21.19
MONTGOMERY,33.33,19.15,3.77,0.00,0.00,37.63,9.09,32.46
MORGAN,7.50,9.87,5.13,0.00,6.90,24.91,14.78,21.03
MURRAY,3.57,2.06,1.25,0.00,7.14,17.95,7.94,16.47
MUSCOGEE,8.15,19.83,6.85,1.67,7.83,23.21,9.85,20.27
NEWTON,4.23,13.62,3.66,10.26,6.16,19.05,5.50,15.75
OCONEE,4.18,11.03,6.90,0.00,6.49,22.85,10.27,20.95
OGLETHORPE,15.00,10.42,10.91,33.33,2.50,19.38,5.82,17.19
PAULDING,5.57,7.26,2.97,0.00,6.31,14.43,7.35,12.42
PEACH,5.56,9.90,2.44,5.56,3.95,18.68,3.45,13.80
PICKENS,7.14,7.24,5.59,0.00,14.55,23.66,7.58,22.82
PIERCE,10.53,11.51,3.64,33.33,8.70,31.51,10.47,28.06
PIKE,7.69,17.99,10.26,0.00,9.30,22.65,14.37,21.56
POLK,2.22,11.54,3.13,25.00,7.89,24.21,11.99,21.92
PULASKI,9.52,7.75,4.00,0.00,12.50,19.53,6.93,15.85
PUTNAM,3.33,8.89,2.13,50.00,5.13,22.53,8.99,18.64
QUITMAN,0.00,29.62,25.00,0.00,0.00,36.58,10.00,32.64
RABUN,3.03,12.24,1.00,0.00,3.23,25.88,22.91,25.35
RANDOLPH,0.00,21.52,0.00,0.00,12.50,17.90,11.43,19.76
RICHMOND,8.54,24.78,6.24,6.67,10.96,25.65,11.96,23.51
ROCKDALE,5.40,14.47,2.71,10.71,5.83,22.40,11.25,16.97
SCHLEY,7.14,9.14,0.00,0.00,0.00,13.35,3.33,12.11
SCREVEN,8.70,7.88,4.55,0.00,0.00,15.21,6.90,11.95
SEMINOLE,16.67,12.51,7.32,0.00,5.56,16.22,8.33,14.71
SPALDING,6.52,7.61,4.55,11.76,6.45,21.16,7.30,16.05
STEPHENS,1.06,6.19,2.47,20.00,6.98,19.75,7.52,17.82
STEWART,0.00,24.94,0.00,50.00,11.11,20.98,9.09,22.94
SUMTER,2.78,20.04,1.42,0.00,16.48,30.99,12.57,24.89
TALBOT,0.00,9.91,0.00,100.0,25.00,15.25,7.69,12.01
TALIAFERRO,0.00,18.01,0.00,0.00,12.50,20.20,17.65,18.70
TATTNALL,6.06,8.44,0.41,0.00,3.92,20.80,5.23,17.06
TAYLOR,10.00,12.46,5.88,0.00,14.29,15.73,5.67,14.01
TELFAIR,0.00,12.51,0.00,0.00,7.69,18.02,6.29,15.72
TERRELL,0.00,17.51,6.25,0.00,10.53,24.77,11.38,20.05
THOMAS,2.00,2.37,0.55,0.00,0.84,4.40,1.15,3.54
TIFT,3.92,9.86,3.00,0.00,12.50,26.45,7.72,20.55
TOOMBS,12.86,12.66,6.14,0.00,6.67,33.70,13.69,27.22
TOWNS,14.29,0.00,0.00,0.00,20.00,20.24,17.31,20.01
TREUTLEN,0.00,35.45,30.00,50.00,0.00,14.61,13.33,21.28
TROUP,1.90,7.95,3.75,0.00,5.26,20.39,7.28,15.58
TURNER,0.00,10.43,0.00,0.00,6.67,23.80,6.72,18.01
TWIGGS,0.00,33.64,9.52,0.00,15.79,26.03,18.01,28.88
UNION,13.16,4.00,2.94,33.33,12.50,23.33,19.40,23.03
UPSON,10.26,18.09,0.00,0.00,13.79,31.01,8.03,26.24
WALKER,9.46,4.69,4.93,12.50,4.11,14.68,9.50,13.90
WALTON,4.78,6.73,4.52,0.00,7.49,22.05,10.50,18.15
WARE,11.76,9.16,5.36,0.00,7.58,27.90,5.39,21.80
WARREN,0.00,14.98,25.00,50.00,0.00,28.75,0.00,20.04
WASHINGTON,0.00,13.34,10.71,0.00,0.00,20.38,4.90,16.47
WAYNE,3.51,16.05,6.45,33.33,12.00,34.38,13.29,29.43
WEBSTER,0.00,27.82,0.00,0.00,42.86,38.59,35.71,33.57
WHEELER,0.00,12.08,0.00,0.00,0.00,17.98,8.33,15.91
WHITE,8.70,7.32,3.92,0.00,4.55,18.00,11.02,17.54
WHITFIELD,4.85,9.68,1.60,7.69,3.47,20.94,6.07,17.05
WILCOX,0.00,13.29,6.25,0.00,0.00,24.49,3.45,20.73
WILKES,18.18,13.51,5.26,0.00,0.00,21.58,8.33,18.02
WILKINSON,0.00,33.69,0.00,0.00,14.29,39.11,16.13,36.26
WORTH,6.67,8.94,4.26,0.00,14.04,21.71,6.98,17.84
TOTAL,4.05,13.36,3.33,5.79,6.90,19.92,7.95,16.36
