COUNTY NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
COBB,3.99,3.62,2.83,6.95,6.27,18.42,3.97,12.21
COFFEE,1.67,1.63,0.81,0.0,0.0,13.17,1.5,9.12
COLQUITT,0.0,6.75,0.24,0.0,4.0,17.37,4.64,13.4
COLUMBIA,6.31,4.78,4.33,6.4,6.3,22.03,6.65,16.76
COOK,0.0,3.88,2.42,0.0,3.92,15.84,4.59,11.93
COWETA,2.44,2.5,2.63,0.0,3.86,15.2,5.69,11.72
CRAWFORD,4.76,4.03,0.0,0.0,5.0,17.05,3.49,13.41
CRISP,1.3,1.58,2.67,20.0,4.65,17.96,2.96,10.48
DADE,0.0,0.0,1.69,0.0,5.56,10.84,4.07,9.86
DAWSON,5.75,0.0,7.29,0.0,14.08,18.56,7.8,17.22
DECATUR,8.33,3.82,1.9,0.0,4.0,16.22,3.31,10.77
DEKALB,3.4,6.01,3.14,2.8,3.69,15.07,3.56,8.5
DODGE,6.67,1.94,0.0,0.0,0.0,21.54,3.89,15.7
DOOLY,0.0,4.23,3.61,0.0,11.11,22.27,4.5,12.56
DOUGHERTY,3.11,5.56,2.47,4.65,2.6,15.63,1.76,7.95
DOUGLAS,1.86,2.12,1.18,4.63,3.03,15.98,3.05,8.01
EARLY,0.0,16.65,0.0,0.0,0.0,25.04,7.85,20.33
ECHOLS,0.0,3.09,0.0,0.0,6.25,15.55,4.39,13.17
EFFINGHAM,1.47,2.48,3.4,4.17,4.88,11.85,3.24,9.46
ELBERT,6.38,9.58,2.75,0.0,14.29,17.39,7.14,14.64
EMANUEL,5.41,4.21,1.22,0.0,0.0,20.07,3.56,13.76
EVANS,4.35,5.56,2.2,0.0,0.0,19.36,4.29,13.92
FANNIN,18.42,0.0,6.06,19.23,9.84,20.16,10.4,19.45
FAYETTE,2.48,4.86,4.08,6.49,5.33,19.1,7.63,13.85
FLOYD,1.45,2.49,0.91,5.0,2.3,13.77,2.43,10.84
FORSYTH,4.86,5.65,4.59,7.87,6.68,17.4,13.03,15.0
FRANKLIN,3.23,3.08,4.3,0.0,2.56,15.16,3.43,13.46
FULTON,3.92,4.99,3.14,2.33,4.76,14.0,5.21,8.43
GILMER,3.92,3.64,0.59,5.88,8.75,17.73,9.49,16.77
GLASCOCK,0.0,0.0,0.0,0.0,0.0,20.11,5.95,18.06
GLYNN,3.46,6.05,3.45,0.0,7.47,17.76,7.35,13.86
GORDON,1.6,3.03,0.9,8.51,3.31,13.69,2.35,12.08
GRADY,4.17,2.9,1.52,9.09,2.35,16.37,2.79,11.54
GREENE,3.08,2.94,1.72,0.0,8.51,25.39,14.06,17.82
GWINNETT,5.14,5.89,2.5,4.25,5.57,17.57,5.62,10.65
HABERSHAM,5.26,3.27,1.31,12.5,8.18,21.59,7.61,19.28
HALL,3.68,2.59,1.3,8.49,5.59,22.14,6.4,16.84
HANCOCK,0.0,9.43,7.69,0.0,9.52,13.91,4.0,10.23
HARALSON,1.25,2.16,4.35,0.0,3.33,17.15,6.18,15.68
HARRIS,2.58,3.88,3.93,11.76,6.21,13.94,4.9,11.62
HART,0.0,3.75,2.11,0.0,11.11,13.11,5.26,11.09
HEARD,8.7,4.48,5.71,25.0,4.55,17.75,4.46,15.53
HENRY,3.84,10.67,3.29,3.45,6.43,20.67,8.73,14.31
HOUSTON,3.63,6.03,4.15,7.48,4.28,14.54,3.24,10.65
IRWIN,6.67,4.56,2.13,0.0,15.38,16.61,4.58,13.23
JACKSON,2.52,2.91,3.12,3.57,6.37,17.12,4.74,14.56
JASPER,9.52,4.02,3.26,0.0,4.55,21.5,4.63,17.42
JEFF DAVIS,0.0,2.57,2.23,0.0,0.0,13.8,2.51,11.29
JEFFERSON,5.0,5.36,3.45,20.0,0.0,19.58,3.63,10.96
JENKINS,0.0,3.37,0.0,0.0,0.0,16.52,3.99,10.7
JOHNSON,0.0,4.06,0.0,0.0,0.0,24.29,6.87,17.64
JONES,5.63,7.96,4.08,5.26,1.92,19.98,2.19,16.2
LAMAR,9.38,3.74,1.54,0.0,7.94,21.05,4.99,15.4
LANIER,6.06,7.18,4.49,0.0,2.78,15.83,8.31,13.11
LAURENS,2.3,4.88,2.07,3.57,4.85,21.32,5.69,14.79
LEE,0.39,3.42,1.29,7.69,6.52,13.08,3.59,10.4
LIBERTY,3.56,3.06,1.1,1.92,1.02,10.5,1.46,5.27
LINCOLN,5.56,8.01,7.14,0.0,0.0,22.94,6.25,17.6
LONG,0.0,2.75,0.82,0.0,2.02,10.21,1.67,6.63
LOWNDES,2.36,1.86,0.86,2.42,3.15,10.63,2.21,6.83
LUMPKIN,3.61,3.59,5.42,22.06,10.31,17.93,7.32,16.71
MCDUFFIE,2.33,4.48,11.11,14.29,5.88,19.05,3.81,12.62
MCINTOSH,0.0,5.15,1.49,0.0,2.13,17.45,8.07,13.03
MACON,0.0,5.5,0.0,0.0,0.0,16.76,3.06,9.13
MADISON,7.27,3.86,0.47,16.67,7.32,22.39,6.88,19.08
MARION,0.0,4.76,2.82,0.0,4.0,11.91,3.31,8.99
MERIWETHER,0.0,2.76,5.08,0.0,9.62,19.46,4.71,12.26
MILLER,0.0,7.43,4.76,33.33,0.0,25.41,7.62,20.11
MITCHELL,9.09,5.12,2.78,0.0,0.0,18.04,3.35,11.35
MONROE,4.3,6.57,8.33,0.0,9.26,25.61,9.23,20.36
MONTGOMERY,9.09,13.28,0.0,0.0,7.69,27.47,4.35,22.74
MORGAN,7.02,2.29,2.73,11.11,5.13,22.33,9.41,17.48
MURRAY,2.94,0.0,0.35,7.14,5.32,9.75,2.87,8.65
MUSCOGEE,2.19,2.95,1.89,1.31,1.64,12.83,2.46,6.92
NEWTON,3.15,3.8,2.44,9.46,1.13,19.87,3.08,10.92
OCONEE,3.54,4.28,6.25,0.0,4.81,24.2,9.06,21.18
OGLETHORPE,13.04,3.52,2.97,20.0,6.38,22.81,6.77,18.46
PAULDING,3.7,2.45,3.69,4.2,5.42,16.16,6.22,12.37
PEACH,6.58,4.53,2.01,11.11,5.1,17.56,2.88,10.71
PICKENS,7.79,3.59,7.58,16.0,5.97,19.26,5.96,18.0
PIERCE,0.0,5.02,0.0,0.0,2.33,15.42,4.8,13.42
PIKE,9.38,5.92,7.02,0.0,5.45,20.25,8.86,17.93
POLK,1.75,1.65,0.87,0.0,4.59,14.34,4.87,11.97
PULASKI,3.85,3.86,4.76,0.0,0.0,18.27,4.48,13.51
PUTNAM,1.56,3.45,2.63,14.29,6.67,25.18,9.35,19.15
QUITMAN,25.0,31.57,14.29,0.0,0.0,39.2,16.67,34.48
RABUN,7.69,7.02,1.29,9.09,9.3,20.1,9.88,19.03
RANDOLPH,0.0,23.94,0.0,0.0,11.11,29.46,10.4,25.66
RICHMOND,3.16,2.91,1.87,4.31,2.39,14.93,2.21,6.72
ROCKDALE,3.44,4.87,1.78,5.0,2.71,20.47,5.29,9.98
SCHLEY,0.0,5.35,0.0,0.0,0.0,16.43,0.0,13.51
SCREVEN,8.0,3.1,9.09,0.0,11.11,16.62,1.02,10.37
SEMINOLE,10.0,21.81,6.52,0.0,5.0,28.61,10.28,25.49
SPALDING,5.99,2.17,3.33,15.38,4.63,19.53,3.91,12.67
STEPHENS,2.2,3.74,2.88,0.0,3.85,17.12,4.78,14.75
STEWART,0.0,2.71,6.25,0.0,0.0,17.09,4.49,8.2
SUMTER,2.13,5.52,0.57,0.0,5.81,17.27,3.8,10.82
TALBOT,0.0,5.77,0.0,0.0,10.0,16.69,6.78,10.16
TALIAFERRO,100.0,58.24,16.67,0.0,40.0,61.48,31.71,58.39
TATTNALL,5.56,3.74,1.67,14.29,3.39,16.94,2.19,12.53
TAYLOR,8.33,5.84,8.0,0.0,0.0,19.22,3.96,13.39
TELFAIR,0.0,2.45,0.0,33.33,6.67,25.13,2.8,16.76
TERRELL,5.88,6.68,3.7,25.0,7.69,24.03,4.89,12.92
THOMAS,5.84,3.31,0.49,0.0,2.84,14.0,4.16,9.73
TIFT,1.06,1.44,0.92,0.0,4.84,17.38,3.91,11.8
TOOMBS,7.94,1.52,1.81,0.0,1.08,15.99,1.5,10.95
TOWNS,3.23,0.0,1.79,0.0,0.0,16.83,8.82,16.15
TREUTLEN,0.0,5.1,5.56,0.0,0.0,15.16,5.44,11.63
TROUP,1.84,2.1,3.48,4.35,1.96,15.62,4.08,10.28
TURNER,0.0,2.12,4.17,0.0,0.0,20.25,5.62,12.57
TWIGGS,9.09,22.11,4.76,0.0,11.11,20.63,10.18,20.49
UNION,6.38,3.33,3.81,7.14,13.21,20.31,14.88,19.73
UPSON,1.67,2.9,1.75,12.5,6.9,20.57,3.75,14.45
WALKER,5.66,1.67,0.0,4.55,2.3,8.29,3.44,7.31
WALTON,4.28,1.95,3.66,5.56,5.03,21.36,8.28,16.18
WARE,1.98,3.78,1.95,0.0,2.33,15.48,2.19,11.27
WARREN,0.0,2.54,22.22,0.0,5.88,24.73,3.98,11.23
WASHINGTON,0.0,5.5,2.7,0.0,3.03,16.12,3.27,10.3
WAYNE,4.62,5.68,1.1,10.0,6.41,19.45,4.49,15.62
WEBSTER,0.0,2.56,16.67,0.0,0.0,21.51,5.71,12.8
WHEELER,0.0,5.22,5.0,0.0,10.0,17.48,5.77,13.78
WHITE,8.33,9.09,4.9,10.0,9.62,23.15,7.54,21.66
WHITFIELD,2.14,1.78,0.33,2.38,1.13,11.72,2.8,8.79
WILCOX,0.0,5.49,5.71,0.0,0.0,21.4,3.61,16.18
WILKES,0.0,7.87,0.0,0.0,3.57,20.16,4.56,14.52
WILKINSON,7.14,17.67,10.0,0.0,0.0,20.33,5.91,18.61
WORTH,15.38,4.81,4.69,0.0,7.25,17.93,2.84,13.84
TOTAL,4.08,5.01,2.46,4.62,4.68,16.64,5.18,11.2
