COUNTY NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
TALIAFERRO,0.00,58.86,40.00,0.00,16.67,66.74,43.33,61.11
TATTNALL,26.47,18.17,2.90,20.00,9.09,34.60,11.92,29.24
TAYLOR,9.09,32.77,13.64,50.00,0.00,33.72,14.23,32.20
TELFAIR,0.00,16.00,7.14,0.00,25.00,25.27,9.40,21.57
TERRELL,14.29,30.98,8.70,100.0,31.82,44.10,23.86,35.64
THOMAS,1.64,9.71,1.86,0.00,2.19,10.18,5.22,9.64
TIFT,6.98,9.72,3.54,0.00,9.23,27.76,8.14,21.29
TOOMBS,15.28,12.21,3.83,0.00,10.34,37.00,11.89,29.06
TOWNS,20.00,0.00,12.90,0.00,21.43,36.03,26.02,35.34
TREUTLEN,0.00,34.95,23.08,0.00,0.00,37.94,25.88,36.60
TROUP,4.02,7.34,7.92,18.75,5.49,26.02,9.62,18.87
TURNER,4.76,5.29,5.56,0.00,0.00,19.22,4.26,13.33
TWIGGS,14.29,40.41,17.24,33.33,4.35,35.42,23.83,36.87
UNION,11.63,8.00,17.58,20.00,23.26,34.96,27.05,34.38
UPSON,2.13,22.32,7.14,0.00,17.54,32.80,7.91,28.28
WALKER,8.24,4.57,4.24,15.38,5.59,17.73,8.94,16.30
WALTON,5.01,8.00,5.83,6.25,6.58,22.30,10.72,18.38
WARE,13.40,12.15,8.40,6.67,12.66,36.02,7.56,27.98
WARREN,37.50,28.74,25.00,14.29,5.56,46.12,6.52,34.73
WASHINGTON,22.73,36.06,12.90,0.00,12.12,47.23,17.58,40.77
WAYNE,18.97,12.90,6.79,50.00,15.38,36.53,15.39,30.58
WEBSTER,0.00,27.42,0.00,0.00,25.00,54.12,21.74,41.53
WHEELER,0.00,41.46,13.64,0.00,0.00,33.37,15.00,34.86
WHITE,11.32,17.43,4.24,12.50,8.33,27.97,10.40,26.98
WHITFIELD,7.71,19.17,6.84,3.70,4.39,26.05,9.69,21.74
WILCOX,22.22,19.80,13.16,50.00,10.00,47.66,15.79,38.53
WILKES,25.00,36.03,9.52,50.00,23.81,55.90,18.87,46.84
WILKINSON,9.09,41.39,0.00,100.0,11.11,28.30,10.85,33.34
WORTH,14.81,18.77,7.84,0.00,14.06,32.28,12.93,27.97
TOTAL,3.38,13.71,3.52,6.36,5.54,19.50,6.83,15.90
