PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ROCKYCREEK B,11.06,8.96,6.67,9.93
DULUTH I,14.86,14.88,7.69,14.83
MARTINS K,6.29,6.39,0.00,6.31
SUWANEE H,19.25,19.67,7.69,19.42
SUGAR HILL G,13.30,13.60,12.50,13.45
SUWANEE F,12.18,10.51,20.00,11.36
LAWRENCEVILLE L,11.77,11.56,4.35,11.62
LAWRENCEVILLE M,5.85,6.91,6.90,6.43
BAYCREEK G,9.63,10.34,5.88,10.01
BAYCREEK H,15.14,14.26,7.14,14.64
BAYCREEK I,11.42,11.75,8.70,11.58
BERKSHIRE Q,15.84,14.18,0.00,14.93
GOODWINS I,17.33,16.44,0.00,16.80
DULUTH K,3.42,4.52,0.00,3.99
HARBINS C,15.27,12.70,14.29,13.91
ROCKYCREEK C,10.62,8.91,0.00,9.67
LAWRENCEVILLE N,11.16,9.01,0.00,10.00
PUCKETTS D,11.22,11.41,0.00,11.28
SUWANEE G,11.29,9.83,9.09,10.50
BAYCREEK J,10.14,7.50,9.09,8.66
88888,100.0,100.0,0.00,100.0
TOTAL,11.01,10.38,6.02,10.65
