COUNTY NAME,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
COBB,50695.0,47898.0,47139.0,46480.0,50574.0,49039.0,45114.0,37456.0,80070.0,454465.0
COFFEE,2372.0,1994.0,1996.0,1958.0,2021.0,2124.0,2130.0,1923.0,4590.0,21108.0
COLQUITT,2262.0,2014.0,1978.0,1767.0,1886.0,2102.0,2050.0,1985.0,5450.0,21494.0
COLUMBIA,9333.0,9627.0,9633.0,9213.0,9882.0,9641.0,9184.0,8090.0,17307.0,91910.0
COOK,881.0,764.0,760.0,789.0,839.0,880.0,867.0,757.0,2157.0,8694.0
COWETA,8288.0,7966.0,8420.0,8675.0,10074.0,9654.0,8788.0,7204.0,16701.0,85770.0
CRAWFORD,647.0,566.0,518.0,567.0,683.0,849.0,870.0,721.0,1758.0,7179.0
CRISP,1217.0,1074.0,1011.0,983.0,1019.0,1049.0,1140.0,1154.0,2871.0,11518.0
DADE,1072.0,937.0,867.0,819.0,838.0,953.0,1039.0,940.0,2582.0,10047.0
DAWSON,1243.0,1164.0,1053.0,1224.0,1459.0,1627.0,1658.0,1526.0,4318.0,15272.0
DECATUR,1745.0,1335.0,1346.0,1317.0,1405.0,1565.0,1584.0,1504.0,3766.0,15567.0
DEKALB,60507.0,59027.0,53913.0,47198.0,47972.0,46013.0,42489.0,36749.0,80861.0,474729.0
DODGE,959.0,864.0,860.0,857.0,1023.0,1049.0,1011.0,982.0,2688.0,10293.0
DOOLY,537.0,468.0,484.0,436.0,458.0,548.0,609.0,580.0,1502.0,5622.0
DOUGHERTY,7585.0,5763.0,5199.0,4587.0,4676.0,4924.0,5214.0,4962.0,12741.0,55651.0
DOUGLAS,8580.0,7578.0,8458.0,9021.0,10060.0,9554.0,8237.0,6586.0,14161.0,82235.0
EARLY,747.0,600.0,639.0,556.0,637.0,684.0,666.0,628.0,1834.0,6991.0
ECHOLS,163.0,184.0,148.0,183.0,142.0,184.0,166.0,153.0,390.0,1713.0
EFFINGHAM,3561.0,3472.0,3545.0,3621.0,3840.0,3847.0,3538.0,2849.0,5774.0,34047.0
ELBERT,1089.0,922.0,894.0,837.0,1011.0,1114.0,1188.0,1136.0,3194.0,11385.0
EMANUEL,1267.0,1075.0,1042.0,943.0,983.0,1080.0,1144.0,1086.0,2977.0,11597.0
EVANS,554.0,428.0,400.0,404.0,429.0,482.0,577.0,459.0,1367.0,5100.0
FANNIN,1104.0,992.0,1022.0,1063.0,1302.0,1536.0,1806.0,1954.0,6018.0,16797.0
FAYETTE,6850.0,5436.0,5382.0,6372.0,8351.0,9546.0,9174.0,8067.0,18497.0,77675.0
FLOYD,5285.0,4539.0,4217.0,4346.0,4872.0,4898.0,5138.0,4759.0,13192.0,51246.0
FORSYTH,8757.0,9710.0,12151.0,15285.0,18378.0,15915.0,12485.0,9155.0,23154.0,124990.0
FRANKLIN,1084.0,977.0,914.0,952.0,1127.0,1197.0,1250.0,1165.0,3317.0,11983.0
FULTON,90016.0,84073.0,74921.0,68138.0,71587.0,66702.0,60192.0,49308.0,112027.0,676964.0
GILMER,1223.0,1089.0,1087.0,1245.0,1382.0,1667.0,1880.0,2037.0,6135.0,17745.0
GLASCOCK,157.0,141.0,150.0,167.0,188.0,186.0,201.0,155.0,423.0,1768.0
GLYNN,5024.0,4532.0,4321.0,4210.0,4847.0,5136.0,5394.0,5184.0,14511.0,53159.0
GORDON,2885.0,2457.0,2448.0,2624.0,2948.0,2874.0,2716.0,2446.0,6263.0,27661.0
GRADY,1371.0,1226.0,1102.0,1118.0,1202.0,1402.0,1427.0,1313.0,3808.0,13969.0
GREENE,825.0,818.0,793.0,692.0,782.0,952.0,1107.0,1309.0,4502.0,11780.0
GWINNETT,49874.0,46040.0,48090.0,49603.0,56107.0,54753.0,48800.0,38459.0,73521.0,465247.0
HABERSHAM,1939.0,1758.0,1738.0,1772.0,1955.0,2018.0,2210.0,2187.0,6748.0,22325.0
HALL,9925.0,8449.0,8218.0,8298.0,9756.0,9966.0,9518.0,8827.0,24229.0,97186.0
HANCOCK,517.0,389.0,404.0,353.0,440.0,576.0,558.0,624.0,1631.0,5492.0
HARALSON,1617.0,1420.0,1273.0,1484.0,1790.0,1723.0,1534.0,1335.0,3775.0,15951.0
HARRIS,1863.0,1703.0,1696.0,2015.0,2374.0,2536.0,2448.0,2319.0,5315.0,22269.0
HART,1225.0,1001.0,980.0,1035.0,1202.0,1423.0,1429.0,1404.0,4583.0,14282.0
HEARD,644.0,504.0,473.0,575.0,622.0,679.0,733.0,584.0,1431.0,6245.0
HENRY,13772.0,12216.0,13639.0,15236.0,17099.0,16087.0,13339.0,10700.0,22994.0,135082.0
HOUSTON,10028.0,9873.0,9044.0,8327.0,8715.0,9838.0,9368.0,7648.0,17070.0,89911.0
IRWIN,460.0,428.0,434.0,407.0,480.0,505.0,481.0,501.0,1359.0,5055.0
JACKSON,3384.0,3239.0,3721.0,3673.0,4022.0,3734.0,3505.0,3025.0,7770.0,36073.0
JASPER,736.0,751.0,660.0,727.0,782.0,877.0,916.0,829.0,2077.0,8355.0
JEFF DAVIS,760.0,677.0,683.0,663.0,749.0,767.0,751.0,738.0,1798.0,7586.0
JEFFERSON,945.0,821.0,739.0,782.0,887.0,1026.0,965.0,1039.0,2679.0,9883.0
JENKINS,471.0,377.0,391.0,346.0,380.0,449.0,511.0,489.0,1261.0,4675.0
JOHNSON,446.0,393.0,390.0,367.0,409.0,510.0,536.0,505.0,1367.0,4923.0
JONES,1475.0,1382.0,1561.0,1489.0,1751.0,1732.0,1733.0,1516.0,3876.0,16515.0
LAMAR,1137.0,920.0,870.0,926.0,994.0,1072.0,1075.0,1055.0,2727.0,10776.0
LANIER,531.0,510.0,450.0,417.0,441.0,480.0,477.0,423.0,949.0,4678.0
LAURENS,2290.0,2049.0,2284.0,2172.0,2433.0,2539.0,2625.0,2489.0,6487.0,25368.0
LEE,1874.0,1877.0,2175.0,2200.0,2380.0,2056.0,2041.0,1762.0,3443.0,19808.0
LIBERTY,4801.0,4197.0,3631.0,2893.0,2948.0,3124.0,2999.0,2387.0,4367.0,31347.0
LINCOLN,461.0,394.0,363.0,438.0,433.0,546.0,604.0,590.0,1617.0,5446.0
LONG,945.0,1011.0,844.0,809.0,736.0,761.0,691.0,564.0,1011.0,7372.0
LOWNDES,7990.0,6779.0,5722.0,5041.0,5492.0,5602.0,5510.0,4898.0,12092.0,59126.0
LUMPKIN,1630.0,1430.0,1349.0,1355.0,1440.0,1558.0,1801.0,1718.0,4523.0,16804.0
MCDUFFIE,1384.0,1291.0,1098.0,1106.0,1191.0,1435.0,1403.0,1276.0,3225.0,13409.0
MCINTOSH,761.0,648.0,626.0,605.0,740.0,781.0,877.0,939.0,2507.0,8484.0
MACON,737.0,550.0,496.0,504.0,499.0,658.0,722.0,731.0,1701.0,6598.0
MADISON,1535.0,1346.0,1336.0,1380.0,1513.0,1716.0,1661.0,1545.0,3777.0,15809.0
MARION,461.0,407.0,334.0,332.0,407.0,527.0,523.0,433.0,1133.0,4557.0
MERIWETHER,1317.0,1125.0,1108.0,1021.0,1211.0,1379.0,1381.0,1332.0,3682.0,13556.0
MILLER,329.0,360.0,313.0,295.0,334.0,392.0,354.0,349.0,1043.0,3769.0
MITCHELL,1236.0,1018.0,1050.0,1020.0,1116.0,1196.0,1214.0,1110.0,3005.0,11965.0
MONROE,1445.0,1312.0,1403.0,1424.0,1679.0,1791.0,1856.0,1862.0,4081.0,16853.0
MONTGOMERY,464.0,434.0,341.0,397.0,479.0,486.0,525.0,450.0,1291.0,4867.0
MORGAN,959.0,886.0,942.0,983.0,1151.0,1235.0,1220.0,1211.0,3046.0,11633.0
MURRAY,1969.0,1651.0,1691.0,1770.0,2001.0,2019.0,1951.0,1676.0,4041.0,18769.0
MUSCOGEE,15134.0,13969.0,12593.0,10889.0,10648.0,11284.0,11451.0,10046.0,22522.0,118536.0
NEWTON,6553.0,5811.0,6496.0,6883.0,7591.0,6959.0,6049.0,5090.0,11890.0,63322.0
OCONEE,2167.0,2060.0,2406.0,2513.0,2976.0,2689.0,2610.0,2258.0,5048.0,24727.0
OGLETHORPE,719.0,704.0,714.0,709.0,900.0,868.0,958.0,837.0,2098.0,8507.0
PAULDING,8841.0,8556.0,9737.0,10505.0,11709.0,10215.0,8436.0,6471.0,13550.0,88020.0
PEACH,2022.0,1404.0,1229.0,1187.0,1315.0,1549.0,1648.0,1450.0,3811.0,15615.0
PICKENS,1566.0,1350.0,1415.0,1515.0,1782.0,1874.0,1997.0,1972.0,5762.0,19233.0
PIERCE,929.0,856.0,967.0,945.0,1039.0,1031.0,959.0,898.0,2707.0,10331.0
PIKE,1028.0,879.0,928.0,1162.0,1242.0,1287.0,1151.0,970.0,2427.0,11074.0
POLK,2062.0,1826.0,1747.0,1771.0,1984.0,2039.0,2165.0,1871.0,5158.0,20623.0
PULASKI,449.0,394.0,392.0,384.0,458.0,488.0,555.0,531.0,1495.0,5146.0
PUTNAM,1030.0,965.0,866.0,847.0,1083.0,1169.0,1313.0,1395.0,4259.0,12927.0
QUITMAN,116.0,109.0,99.0,97.0,105.0,141.0,144.0,168.0,543.0,1522.0
RABUN,776.0,674.0,607.0,730.0,831.0,902.0,1075.0,1159.0,3946.0,10700.0
RANDOLPH,370.0,323.0,326.0,288.0,298.0,388.0,444.0,406.0,1159.0,4002.0
RICHMOND,16314.0,14480.0,12264.0,10172.0,10252.0,11487.0,12018.0,11019.0,24342.0,122348.0
ROCKDALE,5655.0,4576.0,4678.0,5111.0,5800.0,6268.0,5649.0,5042.0,11481.0,54260.0
SCHLEY,219.0,219.0,227.0,252.0,309.0,269.0,234.0,180.0,593.0,2502.0
SCREVEN,931.0,743.0,725.0,647.0,695.0,837.0,925.0,889.0,2165.0,8557.0
SEMINOLE,478.0,440.0,404.0,416.0,470.0,508.0,583.0,557.0,1693.0,5549.0
SPALDING,4092.0,3491.0,3466.0,3326.0,3515.0,3745.0,3839.0,3449.0,9877.0,38800.0
STEPHENS,1461.0,1202.0,1213.0,1161.0,1352.0,1415.0,1489.0,1500.0,4249.0,15042.0
STEWART,242.0,246.0,245.0,213.0,232.0,330.0,312.0,305.0,796.0,2921.0
SUMTER,1875.0,1518.0,1391.0,1352.0,1453.0,1563.0,1555.0,1539.0,4378.0,16624.0
TALBOT,351.0,288.0,280.0,313.0,370.0,471.0,517.0,531.0,1143.0,4264.0
TALIAFERRO,83.0,88.0,86.0,80.0,84.0,132.0,116.0,113.0,390.0,1172.0
TATTNALL,978.0,908.0,854.0,841.0,939.0,1048.0,1049.0,907.0,2587.0,10111.0
TAYLOR,405.0,337.0,342.0,375.0,456.0,480.0,501.0,452.0,1231.0,4579.0
TELFAIR,495.0,439.0,437.0,460.0,473.0,549.0,592.0,629.0,1557.0,5631.0
TERRELL,648.0,485.0,492.0,414.0,489.0,612.0,634.0,616.0,1593.0,5983.0
THOMAS,2646.0,2634.0,2432.0,2228.0,2519.0,2869.0,2868.0,2618.0,7279.0,28093.0
TIFT,2255.0,2034.0,2036.0,1882.0,2020.0,2043.0,2015.0,1945.0,4827.0,21057.0
TOOMBS,1402.0,1207.0,1238.0,1136.0,1231.0,1329.0,1352.0,1301.0,3460.0,13656.0
TOWNS,459.0,412.0,376.0,461.0,550.0,639.0,785.0,881.0,3832.0,8395.0
TREUTLEN,358.0,339.0,355.0,320.0,361.0,382.0,378.0,360.0,1010.0,3863.0
TROUP,4408.0,3825.0,3628.0,3561.0,3811.0,3965.0,3972.0,3657.0,8735.0,39562.0
TURNER,540.0,450.0,448.0,387.0,461.0,465.0,502.0,483.0,1305.0,5041.0
TWIGGS,510.0,485.0,437.0,390.0,496.0,617.0,707.0,634.0,1491.0,5767.0
UNION,873.0,816.0,792.0,859.0,1117.0,1367.0,1619.0,1773.0,6803.0,16019.0
UPSON,1448.0,1172.0,1217.0,1273.0,1443.0,1518.0,1602.0,1471.0,4119.0,15263.0
WALKER,3620.0,3234.0,3417.0,3548.0,3615.0,3701.0,3723.0,3587.0,10031.0,38476.0
WALTON,5143.0,4963.0,5028.0,5347.0,6161.0,6147.0,5463.0,4628.0,11941.0,54821.0
WARE,1812.0,1556.0,1546.0,1425.0,1631.0,1710.0,1818.0,1818.0,4869.0,18185.0
WARREN,313.0,262.0,251.0,228.0,289.0,324.0,374.0,342.0,948.0,3331.0
WASHINGTON,1153.0,949.0,912.0,842.0,979.0,1304.0,1290.0,1195.0,2997.0,11621.0
WAYNE,1656.0,1352.0,1325.0,1324.0,1506.0,1488.0,1494.0,1423.0,3840.0,15408.0
WEBSTER,104.0,99.0,110.0,116.0,122.0,156.0,155.0,160.0,391.0,1413.0
WHEELER,235.0,201.0,236.0,236.0,247.0,276.0,296.0,276.0,809.0,2812.0
WHITE,1294.0,1080.0,1170.0,1210.0,1436.0,1595.0,1723.0,1657.0,5072.0,16237.0
WHITFIELD,4901.0,3957.0,3926.0,3854.0,4391.0,4496.0,4293.0,3890.0,10110.0,43818.0
WILCOX,449.0,330.0,350.0,337.0,370.0,391.0,419.0,412.0,1183.0,4241.0
WILKES,487.0,416.0,429.0,416.0,520.0,633.0,656.0,624.0,1920.0,6101.0
WILKINSON,479.0,491.0,434.0,421.0,495.0,614.0,630.0,602.0,1427.0,5593.0
WORTH,1216.0,1055.0,931.0,940.0,1094.0,1173.0,1239.0,1195.0,3075.0,11918.0
TOTAL,669764.0,611693.0,588998.0,571957.0,623078.0,620853.0,587899.0,509590.0,1210140.0,5993972.0
