COUNTY NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
DOUGHERTY,33.80,51.29,37.56,25.71,36.24,61.30,37.71,53.44
DOUGLAS,52.57,61.94,54.89,59.38,54.37,67.43,51.20,63.06
EARLY,23.53,54.81,42.31,0.00,23.53,71.68,45.24,62.79
ECHOLS,25.00,49.02,42.86,50.00,64.71,66.24,43.93,62.66
EFFINGHAM,45.50,57.42,56.51,51.61,48.26,65.72,48.56,62.87
ELBERT,41.86,54.24,47.22,100.0,40.54,71.13,50.27,65.28
EMANUEL,54.29,48.37,39.13,25.00,45.10,69.66,44.98,61.37
EVANS,41.67,54.43,40.00,83.33,32.00,71.94,48.78,65.11
FANNIN,53.85,33.33,45.98,55.56,64.00,67.32,59.53,66.81
FAYETTE,58.40,72.43,63.23,57.69,62.80,72.61,61.99,70.76
FLOYD,44.37,49.46,49.17,47.22,40.66,66.36,44.45,62.07
FORSYTH,69.33,66.72,64.14,68.79,64.71,72.67,68.26,71.37
FRANKLIN,44.93,46.47,54.95,50.00,37.14,68.21,52.16,65.78
FULTON,58.26,50.82,55.91,44.33,50.90,65.94,51.25,57.07
GILMER,59.52,59.18,51.30,70.00,53.85,68.76,54.83,67.65
GLASCOCK,0.00,56.69,40.00,0.00,0.00,73.80,62.50,72.20
GLYNN,45.38,49.77,42.54,50.00,43.31,65.12,49.10,59.85
GORDON,40.35,50.38,48.91,52.38,35.38,64.06,44.96,62.00
GRADY,35.19,52.97,38.22,70.00,42.86,66.13,45.19,60.95
GREENE,60.38,61.18,47.66,0.00,52.38,77.81,68.82,71.75
GWINNETT,49.53,61.48,57.40,53.79,56.72,69.63,49.78,62.86
HABERSHAM,31.27,48.91,44.43,36.36,36.36,69.50,53.44,66.97
HALL,45.22,55.31,49.14,55.81,49.84,70.45,52.61,65.71
HANCOCK,33.33,57.98,53.85,50.00,38.10,69.23,51.35,60.30
HARALSON,37.97,52.54,47.06,41.67,54.24,66.85,50.44,65.24
HARRIS,59.74,63.70,55.38,85.71,49.70,70.35,60.17,68.41
HART,35.19,56.07,51.06,42.86,47.22,69.34,56.15,66.28
HEARD,54.55,53.85,51.28,75.00,32.00,63.70,40.83,61.67
HENRY,49.67,65.39,54.13,52.11,51.80,68.23,57.05,65.09
HOUSTON,50.70,58.19,48.30,54.64,46.36,64.64,43.98,60.71
IRWIN,57.14,51.65,38.64,0.00,70.00,72.40,46.24,66.46
JACKSON,44.50,58.45,56.54,55.00,57.14,72.04,52.80,69.27
JASPER,75.00,62.01,54.79,66.67,45.00,68.89,40.45,66.44
JEFF DAVIS,46.67,47.54,38.34,20.00,28.57,65.48,38.31,61.35
JEFFERSON,36.84,59.91,44.44,100.0,60.71,71.22,52.46,64.18
JENKINS,16.67,51.84,25.00,40.00,60.00,66.71,36.47,59.34
JOHNSON,75.00,59.92,0.00,100.0,50.00,73.11,45.57,68.55
JONES,56.79,66.91,49.46,55.56,61.54,71.10,41.70,69.41
LAMAR,57.58,58.43,46.30,50.00,47.06,68.32,50.14,64.49
LANIER,56.00,52.40,34.38,42.86,32.43,58.76,48.88,56.20
LAURENS,66.06,60.26,49.71,34.62,46.81,77.06,54.55,70.23
LEE,49.34,62.36,43.95,50.00,45.75,67.15,53.29,65.13
LIBERTY,37.43,49.15,33.17,37.74,32.03,50.49,29.24,46.21
LINCOLN,52.63,63.62,47.06,71.43,50.00,73.30,61.44,69.76
LONG,35.56,47.98,34.72,69.23,37.00,54.35,37.10,49.81
LOWNDES,48.62,49.79,43.95,47.62,43.21,63.24,38.10,56.66
LUMPKIN,48.15,47.27,47.48,65.22,52.38,68.12,55.73,66.76
MCDUFFIE,40.82,59.40,41.24,42.86,57.58,68.00,48.60,63.77
MCINTOSH,41.38,63.59,40.38,40.00,35.56,66.73,54.57,64.84
MACON,42.62,56.87,31.48,0.00,33.33,68.30,39.56,59.94
MADISON,50.00,60.27,56.47,55.56,56.52,71.02,53.12,68.62
MARION,37.50,60.96,45.95,57.14,42.86,60.03,42.77,59.30
MERIWETHER,56.67,57.67,43.33,44.44,54.72,68.01,44.85,62.74
MILLER,16.67,47.76,28.57,75.00,33.33,67.80,43.01,61.80
MITCHELL,44.68,54.33,29.36,20.00,61.54,66.94,42.05,60.10
MONROE,50.00,61.66,51.46,50.00,54.13,72.90,56.64,69.28
MONTGOMERY,54.55,57.24,31.34,100.0,45.45,71.30,60.49,67.32
MORGAN,54.72,63.58,62.50,57.14,57.89,79.33,54.66,74.79
MURRAY,37.14,30.91,46.15,44.44,45.83,62.71,47.36,60.46
MUSCOGEE,42.79,49.25,38.34,33.33,37.30,57.93,40.15,51.85
NEWTON,51.40,60.40,51.67,58.62,45.06,67.89,43.69,62.51
OCONEE,62.37,63.75,62.43,58.33,56.54,75.94,62.85,73.81
OGLETHORPE,50.00,63.68,51.28,85.71,58.33,75.78,55.03,72.41
PAULDING,55.60,63.70,58.76,48.28,56.98,69.03,55.81,66.44
PEACH,40.74,53.82,50.00,61.90,44.12,68.19,48.61,60.31
PICKENS,48.65,48.54,55.79,80.95,42.65,69.36,50.35,68.13
PIERCE,51.61,50.47,45.33,80.00,56.25,68.42,47.03,65.24
PIKE,62.50,62.11,59.26,71.43,60.00,73.39,57.48,71.14
POLK,54.00,52.65,45.85,25.00,48.11,66.02,51.69,63.28
PULASKI,37.50,53.87,59.26,0.00,50.00,69.08,44.78,64.01
PUTNAM,40.91,60.95,51.49,60.00,44.00,72.38,57.19,68.76
QUITMAN,50.00,61.20,50.00,50.00,25.00,69.03,53.66,64.87
RABUN,45.00,50.00,44.62,60.00,61.76,70.63,64.33,69.86
RANDOLPH,30.00,59.89,42.86,50.00,75.00,73.16,50.59,65.01
RICHMOND,46.15,57.45,42.91,40.19,44.89,59.27,41.16,55.90
ROCKDALE,52.73,63.73,53.16,42.50,47.63,66.30,49.57,62.54
SCHLEY,43.75,58.31,50.00,0.00,23.08,73.43,61.36,69.43
SCREVEN,48.28,52.67,42.31,25.00,58.82,69.42,42.61,61.64
SEMINOLE,58.33,47.43,29.41,25.00,44.44,66.67,46.15,59.39
SPALDING,50.23,53.45,46.43,42.31,40.79,66.13,45.47,60.68
STEPHENS,39.81,47.90,36.52,37.50,38.96,62.92,44.74,60.27
STEWART,11.11,62.30,33.33,100.0,25.00,72.31,59.42,65.63
SUMTER,38.24,52.64,33.15,0.00,50.47,69.57,43.15,60.03
TALBOT,83.33,69.69,47.62,66.67,64.71,71.64,61.21,70.06
TALIAFERRO,100.0,67.76,40.00,0.00,57.14,79.21,56.67,71.72
TATTNALL,58.33,52.10,36.09,60.00,40.30,68.40,44.20,62.91
TAYLOR,36.36,60.86,41.67,50.00,41.67,73.77,47.88,67.43
TELFAIR,35.00,54.69,29.55,50.00,53.85,68.24,41.72,62.63
TERRELL,18.75,54.49,64.00,100.0,53.85,76.91,56.28,62.83
THOMAS,48.25,54.68,36.00,53.33,43.79,67.19,51.21,61.84
TIFT,40.11,47.28,44.29,0.00,48.18,69.07,41.60,61.09
TOOMBS,40.85,46.57,36.12,0.00,46.94,68.02,45.30,60.93
TOWNS,51.61,36.67,61.36,57.14,61.11,74.11,71.72,73.63
TREUTLEN,14.29,58.17,42.86,33.33,50.00,67.42,47.73,63.95
TROUP,44.44,51.50,48.70,50.00,39.32,65.47,47.56,59.61
TURNER,27.27,51.88,37.50,50.00,26.32,69.20,41.50,61.32
TWIGGS,30.77,66.49,45.95,33.33,50.00,65.27,52.67,65.01
UNION,65.96,42.86,59.80,50.00,62.50,72.58,69.52,72.25
UPSON,42.11,60.82,43.55,33.33,58.46,70.23,43.19,65.78
WALKER,52.08,45.80,43.55,58.82,42.62,60.19,49.12,58.35
WALTON,44.11,55.87,51.44,56.00,51.30,72.25,55.73,67.16
WARE,46.08,49.55,49.66,45.00,42.70,68.36,33.56,61.44
WARREN,71.43,59.26,37.50,66.67,50.00,74.79,37.11,64.57
WASHINGTON,23.08,60.73,62.86,40.00,37.84,73.73,50.67,66.46
WAYNE,51.52,48.63,37.63,57.14,29.76,67.16,43.77,61.78
WEBSTER,0.00,60.86,50.00,0.00,44.44,79.46,57.14,70.61
WHEELER,0.00,64.24,56.52,25.00,12.50,71.16,57.14,68.67
WHITE,52.38,50.43,54.74,45.45,44.00,68.74,59.56,67.92
WHITFIELD,47.36,52.15,53.26,57.14,45.97,66.84,46.83,62.31
WILCOX,63.64,54.43,45.24,40.00,54.55,69.54,47.83,64.53
WILKES,75.00,60.71,22.73,80.00,52.17,73.47,49.08,67.64
WILKINSON,36.36,66.62,57.14,0.00,42.11,72.74,51.77,69.51
WORTH,46.15,50.76,49.12,75.00,56.52,69.66,42.45,63.80
TOTAL,52.87,56.22,53.58,50.46,51.38,67.87,50.16,61.99
