PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
LAKESIDE HIGH,72.41,76.64,0.00,74.57
LAVISTA ROAD,62.93,63.17,0.00,63.03
LAVISTA,57.10,56.97,0.00,57.02
LITHONIA,38.52,56.55,0.00,49.75
LIN-MARY LIN ELEM,64.27,68.44,0.00,66.45
LITHONIA HIGH,42.16,59.44,0.00,52.21
LIVSEY ELEM,75.04,79.34,0.00,77.26
MILLER-ELDRIDGE L,48.26,64.65,0.00,57.48
MCNAIR HIGH,52.84,65.74,33.33,59.53
MARBUT ELEM,46.01,62.03,20.00,55.56
MCNAIR,46.23,58.22,0.00,52.70
MCLENDON,52.81,60.73,0.00,57.09
MCWILLIAMS,55.63,69.97,0.00,63.94
MEDLOCK,66.51,70.82,0.00,68.95
MIDVALE ELEM,74.72,76.68,0.00,75.76
MILLER GROVE,39.41,56.84,0.00,49.73
MONTCLAIR ELEM,48.89,54.30,25.00,51.59
MONTREAL,59.07,67.48,0.00,63.77
MEADOWVIEW,48.49,63.05,0.00,56.31
MEMORIAL SOUTH,37.50,47.46,0.00,43.01
MIDWAY,37.63,54.83,0.00,47.00
MCNAIR ACADEMY,53.90,66.55,0.00,60.82
MOUNT VERNON EAST,74.68,76.05,0.00,75.39
MATHIS-BOB MATHIS,61.49,74.63,0.00,68.76
MOUNT VERNON WEST,69.77,71.58,0.00,70.73
METROPOLITAN,56.25,67.12,0.00,61.81
MONTGOMERY ELEM,71.57,74.33,0.00,73.03
MILLER GROVE ROAD,60.44,72.94,0.00,67.28
MIDVALE ROAD,65.11,69.52,0.00,67.68
MILLER GROVE HIGH,36.79,54.90,0.00,48.00
NORTH DECATUR,48.37,56.10,inf00,52.89
NORTH HAIRSTON,48.95,61.27,0.00,55.74
NORTHLAKE,71.92,75.79,0.00,74.01
NORTH PEACHTREE,55.58,59.78,66.67,57.81
OAK GROVE ELEM,73.75,72.88,0.00,73.31
OAKCLIFF ELEM,49.75,57.48,0.00,53.44
OAKHURST,69.25,76.16,0.00,72.99
OAK VIEW ELEM,45.75,64.23,0.00,56.41
PEACHCREST,41.83,57.02,0.00,50.52
PEACHTREE MIDDLE,55.07,62.35,0.00,59.47
PRINCETON ELEM,55.30,69.21,0.00,63.18
PINE LAKE,61.33,70.60,0.00,67.34
PLEASANTDALE ROAD,43.97,50.29,100.0,47.38
PONCE DE LEON,62.10,70.73,0.00,67.06
PANOLA,56.52,67.47,0.00,62.44
PANOLA WAY ELEM,39.44,52.95,0.00,47.25
PINEY GROVE,44.48,55.80,0.00,50.67
PANOLA ROAD,46.98,64.50,0.00,58.01
RAINBOW ELEM,53.92,68.94,0.00,62.62
REDAN ELEM,51.96,70.14,0.00,61.91
REHOBOTH,67.20,73.00,0.00,70.32
ROCKBRIDGE,38.24,55.21,33.33,47.81
ROCK CHAPEL ELEM,54.75,66.86,0.00,61.81
ROWLAND ELEM,40.01,53.86,0.00,47.88
REDAN-TROTTI LIBRARY,47.38,65.19,33.33,57.70
ROCKBRIDGE ROAD,62.42,71.25,0.00,67.41
ROWLAND ROAD,53.65,65.83,0.00,60.01
REDAN ROAD,48.39,62.91,0.00,56.74
ROCK CHAPEL ROAD,55.92,70.02,0.00,63.80
REDAN MIDDLE,52.02,68.12,0.00,61.19
RENFROE MIDDLE,70.73,76.22,0.00,73.84
SAGAMORE HILLS ELEM,76.52,77.26,200.0,76.95
SCOTT,65.44,67.15,0.00,66.38
SHAW-ROBERT SHAW,52.96,61.77,0.00,57.90
STONE MOUNTAIN ELEM,59.83,70.95,0.00,66.25
SILVER LAKE,65.76,66.51,0.00,66.15
SKYLAND,63.04,71.69,0.00,67.11
SNAPFINGER ELEM,57.95,70.54,0.00,64.93
SMOKE RISE,74.82,76.50,0.00,75.71
STN MTN MIDDLE,31.80,39.14,0.00,36.11
STONE MILL ELEM,32.13,40.15,0.00,36.77
SHADOW ROCK ELEM,58.61,70.76,0.00,65.56
STONEVIEW ELEM,34.57,52.38,0.00,45.36
SALEM MIDDLE,60.24,74.25,0.00,68.15
SHAMROCK,69.28,74.07,0.00,71.87
SOUTH DESHON,50.00,65.82,33.33,59.52
STONE MTN CHAMPION,41.12,56.03,0.00,49.59
STONE MTN LIBRARY,43.08,55.97,0.00,50.42
SNAPFINGER ROAD N,42.28,59.58,0.00,52.02
SNAPFINGER ROAD S,59.21,72.68,0.00,66.70
STEPHENSON MIDDLE,56.42,67.54,inf00,62.63
SOUTH HAIRSTON,48.28,62.01,0.00,56.00
STEPHENSON HIGH,54.94,66.81,33.33,61.47
TERRY MILL,46.95,64.13,0.00,56.36
TONEY ELEM,48.58,67.25,0.00,58.90
TUCKER,70.00,74.42,0.00,72.33
TILLY MILL ROAD,75.03,75.91,0.00,75.51
TUCKER LIBRARY,60.36,66.99,inf00,64.11
VALLEY BROOK,65.08,67.45,0.00,66.37
WADSWORTH,43.23,62.06,0.00,53.75
WESLEY CHAPEL,58.00,72.53,0.00,66.23
WHITEFOORD ELEM,53.12,61.74,0.00,57.69
WOODROW ROAD,46.61,58.51,66.67,53.91
WINNONA PARK ELEM,69.22,73.41,0.00,71.52
WOODRIDGE ELEM,47.53,64.23,100.0,57.16
WARREN TECH,57.18,59.89,0.00,58.58
WOODWARD,58.09,58.35,0.00,58.22
WHITE OAK,41.52,55.80,0.00,49.45
WINTERS CHAPEL,75.64,74.58,0.00,75.07
WYNBROOKE ELEM,61.83,72.70,0.00,67.79
YOUNG ROAD,56.54,71.09,0.00,64.76
TOTAL,55.40,64.40,22.52,60.35
