PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
PINCKNEYVILLE W,7.79,7.88,0.00,7.82
MARTINS H,4.90,5.31,10.53,5.14
MARTINS I,1.70,3.47,0.00,2.66
MARTINS J,2.36,2.79,7.14,2.62
GARNERS F,9.70,8.02,0.00,8.78
BERKSHIRE O,15.03,14.75,12.50,14.87
BERKSHIRE P,7.19,7.22,0.00,7.17
PINCKNEYVILLE X,9.15,9.10,22.22,9.16
ROCKBRIDGE G,6.26,6.02,20.00,6.15
PINCKNEYVILLE Y,4.69,6.21,9.09,5.55
GOODWINS G,4.02,4.42,0.00,4.23
PINCKNEYVILLE Z,22.14,19.78,42.11,21.16
PINCKNEYVILLE A1,18.32,16.74,28.57,17.53
LAWRENCEVILLE J,6.22,4.92,0.00,5.51
GOODWINS H,4.81,4.05,0.00,4.41
DUNCANS B,5.44,5.00,14.29,5.23
SUWANEE D,4.14,3.09,0.00,3.60
SUWANEE E,5.13,4.86,0.00,4.98
LAWRENCEVILLE K,5.40,5.85,25.00,5.66
HARBINS B,8.37,7.97,0.00,8.14
BAYCREEK F,8.94,8.41,9.09,8.64
PUCKETTS C,5.41,5.29,0.00,5.34
HOG MOUNTAIN C,5.65,5.59,0.00,5.61
ROCKYCREEK B,5.49,5.04,0.00,5.24
DULUTH I,4.21,4.18,5.56,4.20
MARTINS K,4.06,3.38,0.00,3.68
SUWANEE H,4.94,4.65,10.00,4.81
SUGAR HILL G,5.48,4.92,0.00,5.17
SUWANEE F,4.53,4.24,0.00,4.37
LAWRENCEVILLE L,5.31,5.03,0.00,5.14
LAWRENCEVILLE M,3.72,4.70,0.00,4.26
BAYCREEK G,5.73,5.17,0.00,5.40
BAYCREEK H,10.60,9.14,10.00,9.83
BAYCREEK I,9.32,7.93,0.00,8.53
BERKSHIRE Q,14.46,14.20,0.00,14.29
GOODWINS I,8.96,7.17,0.00,8.03
DULUTH K,2.36,2.00,0.00,2.15
HARBINS C,11.82,8.85,0.00,10.25
ROCKYCREEK C,6.26,5.70,0.00,5.95
LAWRENCEVILLE N,7.29,6.63,0.00,6.92
PUCKETTS D,5.82,6.42,0.00,6.12
SUWANEE G,4.65,4.49,14.29,4.58
BAYCREEK J,6.60,5.49,33.33,6.02
TOTAL,6.77,6.42,5.26,6.58
