COUNTY NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ELBERT,17.95,20.10,12.36,50.00,13.79,42.12,25.00,34.89
EMANUEL,29.63,19.13,17.65,25.00,10.42,40.06,15.53,32.17
EVANS,9.520,21.12,7.950,25.00,13.04,38.04,20.27,31.70
FANNIN,27.78,14.81,21.67,33.33,29.55,39.15,34.85,38.85
FAYETTE,17.66,39.64,25.62,13.51,30.39,45.45,31.59,41.73
FLOYD,12.41,20.30,14.17,11.11,11.79,38.19,18.58,33.95
FORSYTH,16.64,28.14,26.26,16.83,23.52,41.18,31.21,37.99
FRANKLIN,6.670,18.92,18.75,25.00,13.33,42.51,27.15,39.91
FULTON,17.67,24.78,23.24,14.39,20.82,37.87,22.68,29.52
GILMER,9.680,20.00,11.72,25.00,20.00,40.75,29.89,39.61
GLASCOCK,0.00,17.21,0.00,0.00,0.00,43.77,24.07,41.26
GLYNN,16.56,16.25,14.43,27.78,16.32,36.86,22.62,30.66
GORDON,10.76,22.32,13.72,12.50,11.21,36.11,19.64,34.04
GRADY,9.800,19.00,8.380,0.00,12.82,35.53,16.70,29.61
GREENE,22.22,26.34,17.98,0.00,23.53,50.77,39.16,42.04
GWINNETT,11.18,25.75,19.61,15.02,22.09,42.17,20.09,31.87
HABERSHAM,7.630,16.21,12.65,12.50,21.51,41.52,26.75,39.22
HALL,12.45,23.06,15.06,20.69,19.93,42.98,25.43,37.67
HANCOCK,14.29,27.07,23.08,0.00,23.53,36.65,22.13,29.08
HARALSON,9.230,22.04,12.90,11.11,21.57,40.45,24.68,38.70
HARRIS,19.26,32.23,25.56,50.00,20.27,40.08,28.96,37.90
HART,9.570,19.54,19.23,25.00,16.67,39.70,25.47,35.59
HEARD,33.33,26.87,23.68,25.00,15.00,36.82,22.42,35.10
HENRY,14.38,30.29,19.66,19.05,19.00,40.47,25.09,33.91
HOUSTON,15.08,23.43,17.83,23.53,15.47,34.38,16.49,29.39
IRWIN,11.11,23.25,9.380,0.00,11.11,42.44,12.33,36.76
JACKSON,13.61,26.08,20.50,8.330,20.97,43.22,24.24,40.20
JASPER,20.00,32.43,23.08,33.33,10.53,40.20,18.18,37.65
JEFF DAVIS,7.690,29.95,14.74,0.00,12.50,37.61,17.05,35.48
JEFFERSON,15.38,28.44,22.73,50.00,17.39,43.65,24.14,34.50
JENKINS,9.090,18.81,10.00,0.00,37.50,35.31,13.89,27.82
JOHNSON,0.00,23.61,12.50,0.00,20.00,38.36,20.55,33.40
JONES,16.67,33.59,24.10,18.75,32.26,40.84,21.36,38.53
LAMAR,10.34,29.50,15.91,100.0,19.23,41.19,21.03,36.78
LANIER,8.330,19.70,12.50,0.00,2.860,27.59,17.98,24.73
LAURENS,11.41,25.01,18.98,4.760,13.16,44.85,22.51,36.92
LEE,12.14,29.16,16.13,9.090,16.91,37.60,24.31,35.03
LIBERTY,11.29,19.73,9.520,10.26,9.680,25.44,8.960,19.88
LINCOLN,11.76,30.70,23.08,33.33,6.670,45.14,31.07,40.07
LONG,10.81,13.70,8.840,44.44,19.72,25.60,12.72,20.60
LOWNDES,19.00,19.39,15.43,23.81,17.17,35.59,17.40,28.29
LUMPKIN,18.31,18.54,20.20,41.30,27.85,41.40,32.30,40.26
MCDUFFIE,11.90,24.35,20.99,50.00,7.690,39.56,16.98,32.91
MCINTOSH,20.00,27.50,16.67,0.00,20.51,37.93,27.27,34.02
MACON,7.550,22.19,13.95,0.00,4.170,37.75,14.91,27.01
MADISON,24.05,26.77,19.29,20.00,27.03,42.83,24.75,39.96
MARION,8.820,26.52,21.21,14.29,21.74,32.91,21.48,30.11
MERIWETHER,20.83,26.40,10.71,0.00,27.91,39.37,20.05,33.26
MILLER,0.00,13.36,0.00,33.33,25.00,34.06,21.84,28.24
MITCHELL,13.95,24.02,6.380,25.00,5.000,36.88,15.30,30.12
MONROE,15.00,27.74,22.99,0.00,26.21,45.00,29.81,40.14
MONTGOMERY,20.00,22.53,5.450,0.00,22.22,40.11,26.39,35.31
MORGAN,13.33,28.71,37.50,40.00,25.00,48.85,29.96,43.48
MURRAY,18.75,7.690,11.02,28.57,17.89,34.31,19.36,31.93
MUSCOGEE,13.01,22.06,14.33,9.640,13.56,32.37,16.51,25.79
NEWTON,15.84,27.73,19.43,20.00,14.29,40.70,16.09,33.00
OCONEE,19.85,32.50,30.23,14.29,29.41,46.64,32.21,44.14
OGLETHORPE,31.58,29.61,23.44,40.00,34.88,46.44,25.14,42.43
PAULDING,17.10,24.57,23.23,18.75,22.51,37.04,23.63,33.23
PEACH,18.99,22.35,12.30,25.00,14.61,37.75,15.46,29.33
PICKENS,20.29,14.19,28.32,30.00,29.03,40.98,23.42,39.88
PIERCE,23.81,15.29,13.33,60.00,17.86,37.85,18.39,34.30
PIKE,24.14,29.75,29.79,14.29,30.23,45.63,31.13,42.96
POLK,14.58,23.26,14.91,14.29,13.79,37.15,22.14,34.40
PULASKI,10.00,16.55,20.00,0.00,17.65,29.62,12.39,25.41
PUTNAM,11.67,25.10,13.51,40.00,19.05,43.93,29.19,38.60
QUITMAN,0.00,26.08,50.00,33.33,0.00,40.74,32.43,33.75
RABUN,15.79,18.52,11.82,33.33,15.62,41.85,35.07,40.99
RANDOLPH,0.00,28.26,0.00,0.00,12.50,40.07,18.52,32.83
RICHMOND,15.29,25.10,15.42,23.53,14.65,35.02,16.29,27.40
ROCKDALE,15.41,30.20,17.16,23.08,18.24,42.13,23.28,33.31
SCHLEY,7.140,24.87,9.520,0.00,7.690,40.00,21.43,35.92
SCREVEN,19.23,21.12,26.09,0.00,23.53,36.87,16.39,29.77
SEMINOLE,33.33,22.65,21.28,0.00,18.18,39.52,25.95,33.40
SPALDING,17.56,23.15,21.83,15.79,17.50,41.61,18.76,34.32
STEPHENS,4.040,17.91,9.890,25.00,16.39,34.02,19.01,31.47
STEWART,0.00,26.46,18.75,50.00,9.090,35.99,21.31,29.77
SUMTER,8.050,22.60,9.150,0.00,22.83,40.19,18.67,30.60
TALBOT,0.00,35.46,0.00,0.00,26.67,40.38,28.28,36.99
TALIAFERRO,0.00,32.83,0.00,0.00,33.33,48.57,34.38,38.54
TATTNALL,9.090,20.84,10.61,40.00,16.98,35.45,17.09,30.83
TAYLOR,9.090,24.69,19.05,50.00,10.00,39.40,19.42,32.74
TELFAIR,5.260,20.49,13.95,0.00,25.00,34.31,20.95,29.10
TERRELL,7.140,21.99,50.00,100.0,28.57,47.83,28.74,32.03
THOMAS,14.66,20.47,13.46,9.090,16.79,38.84,22.00,31.61
TIFT,12.57,16.14,13.99,0.00,16.94,40.70,17.71,32.15
TOOMBS,15.71,14.50,8.560,0.00,10.59,36.98,18.22,29.94
TOWNS,4.170,16.95,24.00,33.33,21.43,40.69,44.44,40.45
TREUTLEN,0.00,22.65,0.00,0.00,0.00,31.27,21.69,28.17
TROUP,12.92,24.29,18.52,15.38,14.59,39.40,21.75,33.29
TURNER,0.00,15.94,6.900,33.33,0.00,39.04,15.04,29.19
TWIGGS,14.29,32.09,12.00,0.00,22.73,35.16,21.57,33.06
UNION,24.39,28.00,27.38,40.00,24.39,44.00,42.96,43.74
UPSON,0.00,27.27,12.96,0.00,21.43,38.45,17.84,33.96
WALKER,23.46,16.84,19.23,30.00,15.92,31.39,23.15,30.00
WALTON,16.25,23.34,22.80,0.00,23.69,44.38,27.27,38.62
WARE,15.46,17.09,13.45,10.00,16.22,37.73,11.49,30.68
WARREN,0.00,22.94,25.00,50.00,11.11,48.19,11.49,32.31
WASHINGTON,0.00,29.09,13.33,0.00,15.15,42.47,18.94,35.05
WAYNE,14.29,23.26,9.490,20.00,13.75,37.68,18.47,33.38
WEBSTER,0.00,24.14,14.29,100.0,0.00,46.78,28.57,36.13
WHEELER,0.00,19.50,10.53,0.00,0.00,28.62,20.34,25.78
WHITE,17.65,23.15,22.41,14.29,31.25,42.99,31.20,42.10
WHITFIELD,12.43,21.80,15.04,13.64,15.58,39.45,19.62,33.82
WILCOX,28.57,22.41,11.76,50.00,10.00,37.22,17.95,32.29
WILKES,17.65,27.64,5.000,50.00,25.00,43.66,15.69,36.41
WILKINSON,8.330,33.84,0.00,0.00,11.76,41.60,20.93,37.68
WORTH,21.43,21.08,9.800,0.00,24.14,39.93,20.58,34.20
TOTAL,15.00,25.42,19.74,18.73,21.03,39.83,22.08,32.95
